Rank,Rank Δ,Player,Cons. Rating,Cons. Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Ws,Ls,Ds,W%,Opps Δ,Ws Δ,Ls Δ,Ds Δ,W% Δ,Timeouts,Timeouts Δ,Last Played,Active
-,-,sleepytown,1239.77,-1.29,1346.72,-1.26,35.65,0.01,135,58,76,1,42.96,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-05,False
-,-,miya,1239.5,0.0,1654.67,0.0,138.39,0.0,8,5,3,0,62.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,polysics,1239.38,0.0,1502.87,0.0,87.83,0.0,18,9,8,1,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,goldeneyeonline,1239.38,-0.22,1332.8,-0.25,31.14,-0.01,202,79,120,3,39.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,mgdesmadre,1239.37,-0.05,1345.0,-0.05,35.21,0.0,144,68,75,1,47.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,hamsert,1239.19,0.0,1391.17,0.0,50.66,0.0,66,31,34,1,46.97,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
-,-,krill,1239.13,0.0,1405.33,0.0,55.4,0.0,60,25,35,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1107,-78,marcom,1239.02,9.96,1376.96,-3.75,45.98,-4.57,87,39,48,0,44.83,15.0,6.0,9.0,0.0,-1.0,0,0.0,2024-12-06,True
1108,-76,theyoungdutch,1238.75,13.89,1340.81,10.32,34.02,-1.19,163,57,101,5,34.97,18.0,6.0,12.0,0.0,-0.2,0,0.0,2024-12-21,True
-,-,shaeff,1238.72,0.24,1399.82,0.24,53.7,0.0,52,29,23,0,55.77,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-16,False
-,-,enterwrexer,1238.6,0.0,1460.54,0.0,73.98,0.0,30,19,11,0,63.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,foloppo_monty,1238.06,0.0,1389.68,0.0,50.54,0.0,72,23,39,0,37.1,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,cuna_general,1237.94,0.0,1454.06,0.0,72.04,0.0,36,20,16,0,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1109,-109,exile,1237.92,-1.82,1321.14,-2.39,27.74,-0.19,334,131,200,3,39.22,18.0,8.0,10.0,0.0,0.3,0,0.0,2024-12-15,True
-,-,relandrel,1237.79,0.37,1508.81,0.28,90.34,-0.03,17,10,7,0,58.82,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-22,False
-,-,nillislukins,1237.71,0.0,1431.12,0.0,64.47,0.0,36,21,10,0,67.74,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,scotthmoore,1237.66,0.0,1500.49,0.0,87.61,0.0,18,7,11,0,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,petite-lambda,1237.6,-0.01,1638.7,-0.01,133.7,0.0,8,5,3,0,62.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,misio,1237.51,0.0,1418.05,0.0,60.18,0.0,60,32,28,0,53.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
-,-,korn73,1237.18,0.0,1578.58,0.0,113.8,0.0,18,5,2,0,71.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
1110,-143,dezet,1237.1,-17.06,1317.17,-16.79,26.69,0.09,509,185,315,9,36.35,15.0,2.0,13.0,0.0,-0.69,0,0.0,2024-12-13,True
1111,-102,luisperdomo,1236.9,0.24,1477.98,0.15,80.36,-0.03,30,15,15,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,dave8,1236.86,0.0,1396.88,0.0,53.34,0.0,54,29,25,0,53.7,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
-,-,lorrico,1236.54,0.0,1443.93,0.0,69.13,0.0,42,26,16,0,61.9,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
1112,-106,brickmarck,1235.96,-1.48,1342.37,-7.42,35.47,-1.98,152,59,93,0,38.82,18.0,7.0,11.0,0.0,0.01,0,0.0,2024-12-25,True
1113,-99,tysat,1235.69,2.42,1322.18,1.61,28.83,-0.27,298,116,179,3,38.93,18.0,6.0,12.0,0.0,-0.36,0,0.0,2024-12-17,True
-,-,juanitoscz,1235.38,0.3,1333.45,0.33,32.69,0.01,184,77,105,2,41.85,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-07-29,False
-,-,gustavedman,1235.11,0.0,1368.28,0.0,44.39,0.0,90,37,53,0,41.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
1114,+1114,rgjensen,1234.73,,1524.98,,96.75,,15,9,6,0,60.0,,,,,,0,,2024-12-12,True
-,-,dalhangari,1234.15,0.01,1336.51,-0.02,34.12,-0.01,162,63,97,2,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
1115,-93,pacoholliday,1234.11,3.3,1322.7,1.17,29.53,-0.71,257,91,163,3,35.41,18.0,7.0,11.0,0.0,0.26,0,0.0,2024-12-12,True
-,-,gladue,1234.04,-2.45,1441.76,-1.7,69.24,0.25,34,12,22,0,35.29,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-05,False
-,-,jdn115,1233.68,0.05,1338.17,0.05,34.83,0.0,132,47,85,0,35.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-12-03,False
1116,-101,bidenbaum,1233.47,0.23,1706.27,0.14,157.6,-0.03,7,6,1,0,85.71,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-22,True
-,-,daniel87,1233.0,0.0,1485.9,0.0,84.3,0.0,24,14,10,0,58.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
-,-,plazer,1232.57,-0.01,1359.47,-0.01,42.3,0.0,107,32,60,0,34.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-22,False
1117,-109,andreasp88,1232.54,-4.63,1361.57,-4.6,43.01,0.01,92,33,58,1,35.87,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
1118,-99,petardillo,1232.49,0.45,1400.43,0.42,55.98,-0.01,45,22,23,0,48.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1119,-112,caracalla,1232.19,-5.02,1314.39,-4.75,27.4,0.09,325,128,196,1,39.38,15.0,5.0,10.0,0.0,-0.3,0,0.0,2024-12-12,True
1120,-102,gwyneraim,1232.13,-0.1,1571.34,-0.16,113.07,-0.02,16,12,4,0,75.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
1121,39,brumkalinka,1232.03,93.05,1464.29,23.09,77.42,-23.32,28,11,17,0,39.29,10.0,4.0,6.0,0.0,0.4,0,0.0,2024-12-09,True
1122,-66,jived,1231.98,18.59,1329.9,14.12,32.64,-1.49,159,72,85,2,45.28,18.0,9.0,8.0,1.0,0.6,0,0.0,2024-12-11,True
1123,-103,rivendell,1231.57,-0.34,1315.69,-0.37,28.04,-0.01,360,119,233,2,33.62,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,shifuzan,1231.43,0.0,1474.25,0.0,80.94,0.0,24,12,12,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-10-24,False
-,-,forthetop,1231.11,0.0,1408.29,0.0,59.06,0.0,48,19,29,0,39.58,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1124,-107,johnnymac,1230.98,-1.3,1308.11,-0.37,25.71,0.31,895,336,540,19,37.54,22.0,6.0,16.0,0.0,-0.26,0,0.0,2025-01-18,True
-,-,scrambled,1230.94,0.0,1330.21,0.0,33.09,0.0,180,84,95,1,46.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-10-24,False
1125,+1125,alebv,1230.92,,1502.42,,90.5,,15,8,7,0,53.33,,,,,,0,,2024-12-08,True
1126,-98,loscy,1230.86,1.1,1438.49,0.89,69.21,-0.07,30,14,16,0,46.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1127,-125,sirlenon,1230.26,-9.47,1368.71,-27.77,46.15,-6.1,74,26,48,0,35.14,18.0,4.0,14.0,0.0,-4.15,0,0.0,2024-12-16,True
1128,-102,claridadnocturna,1229.82,-0.06,1310.49,-0.06,26.89,0.0,404,150,252,2,37.13,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,nitrox,1229.15,0.0,1363.01,0.0,44.62,0.0,84,34,48,2,40.48,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
-,-,igorian,1228.54,0.0,1398.28,0.0,56.58,0.0,54,30,24,0,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
1129,-118,korsus,1228.02,-7.61,1325.7,-11.03,32.56,-1.14,165,60,104,1,36.36,15.0,5.0,10.0,0.0,-0.31,0,0.0,2024-12-09,True
-,-,manateeoverlord,1227.93,0.0,1494.6,0.0,88.89,0.0,18,11,7,0,61.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,pietrolivoti,1227.75,0.0,1353.21,0.0,41.82,0.0,108,26,56,0,31.71,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1130,-99,mazir,1227.62,1.02,1315.4,1.02,29.26,0.0,248,94,154,0,37.9,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
1131,47,devran,1227.23,99.42,1432.43,1.26,68.4,-32.72,37,15,22,0,40.54,19.0,7.0,12.0,0.0,-3.9,0,0.0,2025-01-18,True
1132,-122,partyshank,1227.22,-8.98,1305.04,-8.53,25.94,0.15,590,231,356,3,39.15,18.0,3.0,15.0,0.0,-0.71,0,0.0,2024-12-20,True
-,-,thomas91,1227.01,0.0,1333.06,0.0,35.35,0.0,150,48,71,5,38.71,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
-,-,roksis,1226.76,0.55,1310.64,0.49,27.96,-0.02,313,117,196,0,37.38,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,busybeaver,1226.22,0.0,1620.15,0.0,131.31,0.0,12,9,3,0,75.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
-,-,djurre,1226.21,-0.08,1427.6,-0.08,67.13,0.0,36,16,20,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1133,-134,kwerra,1226.06,-14.26,1310.6,-14.89,28.18,-0.21,297,111,182,4,37.37,18.0,3.0,15.0,0.0,-1.34,0,0.0,2024-12-15,True
1134,-113,rebel_rebs,1225.93,-5.74,1345.75,-10.42,39.94,-1.56,95,41,52,2,43.16,7.0,2.0,5.0,0.0,-1.16,0,0.0,2025-01-04,True
1135,46,minzent,1225.89,98.29,1422.51,63.73,65.54,-11.52,40,18,21,1,45.0,10.0,6.0,4.0,0.0,5.0,0,0.0,2024-12-05,True
-,-,lacekcz,1225.57,0.0,1447.75,0.0,74.06,0.0,36,17,18,1,47.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1136,-103,galten,1225.52,0.74,1458.5,-0.85,77.66,-0.53,30,15,15,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1137,+1137,clickk,1225.23,,1500.87,,91.88,,15,8,7,0,53.33,,,,,,0,,2024-12-07,True
1138,+1138,kunizial,1224.98,,1534.58,,103.2,,14,9,5,0,64.29,,,,,,0,,2024-12-08,True
-,-,wisteria,1224.95,0.33,1305.77,0.33,26.94,0.0,429,165,255,9,38.46,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-12-03,False
-,-,bloodies,1224.54,0.0,1512.27,0.0,95.91,0.0,18,14,4,0,77.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
-,-,piopapero,1224.39,0.0,1394.01,0.0,56.54,0.0,54,27,27,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1139,-89,ingusstt,1223.86,7.12,1356.55,-8.78,44.23,-5.3,85,38,47,0,44.71,18.0,8.0,10.0,0.0,-0.07,0,0.0,2025-01-23,True
-,-,chairman_marv,1223.83,0.0,1399.6,0.0,58.59,0.0,48,10,18,0,35.71,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-03-30,False
1140,-98,nge,1223.79,3.32,1398.15,-26.17,58.12,-9.83,45,19,26,0,42.22,15.0,7.0,8.0,0.0,2.22,0,0.0,2024-12-17,True
1141,+1141,j-dawg,1223.38,,1503.7,,93.44,,15,8,6,1,53.33,,,,,,0,,2024-12-10,True
1142,-102,korxo,1222.97,1.6,1300.25,2.17,25.76,0.19,884,333,493,20,39.36,17.0,5.0,12.0,0.0,-0.21,0,0.0,2025-01-14,True
1143,-106,kwang202,1222.91,-0.31,1304.09,-0.28,27.06,0.01,341,131,203,7,38.42,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-06-16,True
1144,-86,jandaron,1222.66,10.23,1381.12,-21.36,52.82,-10.53,57,22,35,0,38.6,18.0,6.0,12.0,0.0,-2.43,0,0.0,2025-01-08,True
1145,-132,bambi4,1222.52,-11.39,1309.1,-13.31,28.86,-0.64,260,96,162,2,36.92,22.0,7.0,15.0,0.0,-0.47,0,0.0,2025-01-07,True
-,-,nexpyru,1222.43,-0.43,1319.09,-0.52,32.22,-0.03,185,75,108,2,40.54,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-07-15,False
-,-,coldspark,1221.94,-0.13,1447.06,-1.18,75.04,-0.35,28,12,16,0,42.86,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
-,-,ahoppy,1221.9,0.0,1430.04,0.0,69.38,0.0,36,19,17,0,52.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,sandorclegan,1220.53,0.0,1390.87,0.0,56.78,0.0,54,22,31,1,40.74,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1146,+1146,hem99,1220.37,,1513.59,,97.74,,15,9,5,1,60.0,,,,,,0,,2024-12-10,True
1147,+1147,starlakeguy,1220.17,,1547.47,,109.1,,10,7,3,0,70.0,,,,,,0,,2024-12-09,True
1148,-82,asperins,1220.09,11.07,1321.7,4.68,33.87,-2.13,153,56,96,1,36.6,22.0,10.0,12.0,0.0,1.49,0,0.0,2025-01-07,True
1149,-113,vegeta4791,1219.92,-3.75,1302.03,-4.38,27.37,-0.21,414,143,270,1,34.54,13.0,4.0,9.0,0.0,-0.12,0,0.0,2024-12-11,True
1150,-105,t.kaz3-1,1219.4,0.53,1362.17,0.53,47.59,0.0,72,35,37,0,48.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
-,-,throughthevirus,1219.36,0.51,1528.75,0.39,103.13,-0.04,18,12,6,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
1151,-107,albino,1219.07,0.12,1338.05,0.18,39.66,0.02,102,38,64,0,37.25,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-06-02,True
1152,-109,isleofdick,1218.98,-0.07,1467.5,-0.1,82.84,-0.01,30,14,14,2,46.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,iba,1218.98,0.13,1305.8,0.13,28.94,0.0,268,99,165,4,36.94,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,izmar,1218.55,0.0,1476.76,0.0,86.07,0.0,18,13,4,1,72.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
1153,-106,dejwut,1218.51,0.11,1441.14,0.14,74.21,0.01,30,12,18,0,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1154,-50,palace,1218.45,32.49,1373.37,11.67,51.64,-6.94,60,24,36,0,40.0,15.0,8.0,7.0,0.0,4.44,0,0.0,2024-12-15,True
-,-,betasuppe,1218.06,0.0,1529.94,0.0,103.96,0.0,12,7,5,0,58.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
1155,-79,fabiobe81,1217.37,11.7,1300.68,11.46,27.77,-0.08,318,112,206,0,35.22,15.0,6.0,9.0,0.0,0.24,0,0.0,2024-12-12,True
-,-,jtazz01,1217.32,0.66,1351.54,0.69,44.74,0.01,90,41,49,0,45.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1156,-101,vaalna,1217.27,3.35,1469.78,2.51,84.17,-0.28,25,12,13,0,48.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,feanorek,1217.02,0.0,1482.1,0.0,88.36,0.0,18,9,9,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1157,-141,jocik,1216.81,-16.18,1330.45,-20.98,37.88,-1.6,117,45,71,1,38.46,13.0,3.0,10.0,0.0,-1.92,0,0.0,2024-12-15,True
-,-,adrilu,1216.68,0.14,1355.88,0.14,46.4,0.0,76,37,39,0,48.68,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1158,+1158,ddd_d,1216.59,,1528.74,,104.05,,15,10,5,0,66.67,,,,,,0,,2024-12-15,True
-,-,deremfi,1216.59,0.0,1369.65,0.0,51.02,0.0,72,32,40,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1159,188,bizniouf,1216.58,364.78,1484.66,0.37,89.36,-121.47,20,10,10,0,50.0,17.0,8.0,9.0,0.0,-16.67,0,0.0,2025-01-08,True
-,-,campsbayrich,1216.49,0.47,1307.9,0.47,30.47,0.0,216,78,134,4,36.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,nakatomy,1216.39,0.1,1492.27,0.1,91.96,0.0,18,10,8,0,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,heyitstheasian,1216.09,0.0,1516.24,0.0,100.05,0.0,18,13,5,0,72.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1160,-91,jesaphi,1215.49,8.1,1296.58,7.98,27.03,-0.04,458,172,280,6,37.55,22.0,12.0,9.0,1.0,0.85,0,0.0,2025-01-19,True
-,-,alexgc,1215.17,0.0,1516.04,0.0,100.29,0.0,18,10,8,0,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,shadez22,1214.9,0.0,1365.47,0.0,50.19,0.0,72,19,43,0,30.65,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1161,+1161,rizor,1214.76,,1516.41,,100.55,,15,8,7,0,53.33,,,,,,0,,2024-12-09,True
1162,65,linsage,1214.4,133.94,1395.09,89.24,60.23,-14.9,48,21,27,0,43.75,15.0,9.0,6.0,0.0,7.39,0,0.0,2024-12-10,True
-,-,boltar,1214.28,0.0,1386.15,0.0,57.29,0.0,48,20,24,0,45.45,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
1163,-112,al_boev,1214.07,-1.75,1379.13,-16.21,55.02,-4.82,55,25,28,2,45.45,4.0,3.0,1.0,0.0,2.31,0,0.0,2025-01-16,True
-,-,trojanrabbit,1213.91,0.01,1324.49,0.01,36.86,0.0,126,57,69,0,45.24,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,jinster99,1213.83,0.0,1342.38,0.0,42.85,0.0,108,23,48,1,31.94,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1164,-110,arius,1213.75,-0.72,1358.41,-0.69,48.22,0.01,73,28,45,0,38.36,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1165,-142,igelkotten,1213.63,-16.93,1352.08,-31.48,46.15,-4.85,75,32,42,1,42.67,18.0,4.0,13.0,1.0,-6.45,0,0.0,2024-12-20,True
1166,-131,salvor7,1213.52,-10.85,1378.22,-52.07,54.9,-13.74,51,18,31,2,35.29,18.0,5.0,12.0,1.0,-4.1,0,0.0,2024-12-16,True
-,-,croloris,1212.17,0.2,1357.43,0.2,48.42,0.0,72,20,30,1,39.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,origamifan,1212.04,0.0,1306.3,0.0,31.42,0.0,198,82,114,2,41.41,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
1167,+1167,vali1590,1211.35,,1492.15,,93.6,,17,11,6,0,64.71,,,,,,0,,2024-12-10,True
-,-,oriane,1210.91,0.0,1377.71,0.0,55.6,0.0,54,26,28,0,48.15,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1168,-103,ahowlin,1210.13,0.98,1299.29,1.01,29.72,0.01,243,95,147,1,39.09,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-03-03,True
1169,-107,crispybaby,1210.02,-0.49,1393.2,-0.79,61.06,-0.1,45,21,24,0,46.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1170,+1170,cardboard,1210.01,,1644.14,,144.71,,10,8,2,0,80.0,,,,,,0,,2024-12-08,True
-,-,vomisa,1209.95,0.05,1311.23,0.05,33.76,0.0,156,72,84,0,46.15,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
1171,+1171,legoman,1209.61,,1485.34,,91.91,,15,8,7,0,53.33,,,,,,0,,2024-12-12,True
1172,-123,shiffdog,1209.44,-7.67,1331.93,-16.46,40.83,-2.93,101,34,65,2,33.66,18.0,3.0,15.0,0.0,-3.69,0,0.0,2024-12-24,True
-,-,ferion,1209.38,0.0,1377.02,0.0,55.88,0.0,54,18,22,1,43.9,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,thaes,1209.37,0.34,1368.55,0.28,53.06,-0.02,54,29,25,0,53.7,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,venansula,1209.26,-0.66,1288.37,-0.63,26.37,0.01,410,140,232,8,36.84,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-12-03,False
1173,+1173,ranger,1209.08,87.02,1415.78,-0.4,68.9,-29.14,33,16,16,1,48.48,15.0,7.0,8.0,0.0,-1.52,0,0.0,2024-12-15,True
1174,-113,lavasija,1208.98,-2.12,1325.11,-1.1,38.71,0.34,111,44,66,1,39.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
-,-,tohuwabohu,1208.87,-0.06,1427.75,-0.06,72.96,0.0,27,12,14,1,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1175,+1175,makt,1208.85,,1552.5,,114.55,,10,7,3,0,70.0,,,,,,0,,2024-12-14,True
1176,-130,rodaxiii,1208.28,-10.37,1308.27,-11.6,33.33,-0.41,154,69,84,1,44.81,4.0,0.0,4.0,0.0,-1.19,0,0.0,2025-01-14,True
1177,-107,nchoong,1207.93,0.58,1373.23,0.28,55.1,-0.1,50,19,31,0,38.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,ack,1207.92,0.87,1312.92,0.9,35.0,0.01,141,56,84,1,39.72,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-04,False
-,-,rodraca,1207.9,0.03,1470.49,0.03,87.53,0.0,19,10,9,0,52.63,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1178,-93,kelvinator,1207.88,8.47,1295.63,7.99,29.25,-0.16,282,105,175,2,37.23,3.0,3.0,0.0,0.0,0.67,0,0.0,2024-12-15,True
1179,-108,krolkarol,1207.28,0.33,1393.61,0.84,62.11,0.17,48,22,26,0,45.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1180,-108,sbronzisjhonson,1206.87,0.09,1294.44,0.09,29.19,0.0,297,93,198,6,31.31,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
1181,-113,jdl,1206.79,-1.0,1293.01,-1.03,28.74,-0.01,288,100,185,3,34.72,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-28,True
-,-,grandmaster_max,1206.79,0.0,1369.18,0.0,54.13,0.0,54,27,26,1,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1182,-23,lzhon002,1206.75,66.29,1376.76,23.54,56.67,-14.25,51,21,30,0,41.18,18.0,8.0,10.0,0.0,1.79,0,0.0,2024-12-28,True
1183,-101,nikauw,1206.59,3.2,1388.0,2.57,60.47,-0.21,46,17,29,0,36.96,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
-,-,soundfield,1206.18,0.0,1436.22,0.0,76.68,0.0,30,16,14,0,53.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1184,-105,kwonjoonho,1205.83,0.66,1318.3,0.6,37.49,-0.02,102,45,51,6,44.12,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-01,True
1185,-111,metternich,1205.65,-0.36,1285.0,-0.24,26.45,0.04,748,263,481,4,35.16,21.0,8.0,13.0,0.0,0.08,0,0.0,2025-01-14,True
-,-,urbaneq,1205.08,0.0,1375.33,0.0,56.75,0.0,54,19,33,2,35.19,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
1186,-99,rjonkers,1205.04,6.49,1286.1,6.55,27.02,0.02,442,156,285,1,35.29,22.0,8.0,14.0,0.0,0.05,0,0.0,2025-01-15,True
1187,+1187,monty1979,1204.82,,1627.22,,140.8,,7,4,3,0,57.14,,,,,,0,,2024-12-14,True
1188,-110,rancho,1204.57,-1.0,1329.88,-1.12,41.77,-0.04,105,38,66,1,36.19,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-28,True
-,-,theory,1204.46,0.0,1642.25,0.0,145.93,0.0,8,4,4,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
1189,-141,ladyvalaria,1204.42,-13.88,1284.28,-14.12,26.62,-0.08,456,153,297,6,33.55,22.0,4.0,18.0,0.0,-0.78,0,0.0,2025-01-08,True
1190,-106,amarok,1204.33,4.38,1336.36,-5.25,44.01,-3.21,91,28,63,0,30.77,15.0,3.0,12.0,0.0,-2.12,0,0.0,2024-12-09,True
1191,-157,betweenworlds,1204.22,-20.46,1284.89,-20.31,26.89,0.05,634,226,397,11,35.65,20.0,0.0,19.0,1.0,-1.16,0,0.0,2024-12-19,True
-,-,kissfish,1203.89,0.0,1527.47,0.0,107.86,0.0,18,2,3,1,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-06-17,False
-,-,semicolon42,1203.89,-0.01,1393.58,0.02,63.23,0.01,36,15,21,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-07-30,False
-,-,tonymc1961,1203.72,0.0,1329.84,0.0,42.04,0.0,108,29,69,0,29.59,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,gxmarantes,1202.93,0.0,1535.48,0.0,110.85,0.0,18,4,2,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-09-30,False
-,-,busto_fidli,1202.61,0.0,1612.47,0.0,136.62,0.0,8,4,4,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
1192,-112,francis88,1202.06,-2.12,1302.35,-2.9,33.43,-0.26,182,64,118,0,35.16,3.0,1.0,2.0,0.0,-0.04,0,0.0,2024-12-21,True
1193,-126,mindphaser,1202.05,-5.85,1278.52,-5.73,25.49,0.04,997,339,580,6,36.65,18.0,6.0,12.0,0.0,-0.06,0,0.0,2024-12-27,True
