Rank,Rank Δ,Player,Cons. Rating,Cons. Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Ws,Ls,Ds,W%,Opps Δ,Ws Δ,Ls Δ,Ds Δ,W% Δ,Timeouts,Timeouts Δ,Last Played,Active
-,-,kefka,1014.08,0.0,1222.1,0.0,69.34,0.0,30,8,8,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
-,-,mazino,1013.77,0.42,1378.81,0.39,121.68,-0.01,9,5,4,0,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-12,False
-,-,checkmate4200,1013.42,0.0,1234.07,0.0,73.55,0.0,48,13,30,0,30.23,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-06-17,False
1492,+1492,hsss,1013.34,,1335.12,,107.26,,15,5,9,1,33.33,,,,,,0,,2024-12-12,True
-,-,pikasex,1012.91,0.0,1226.45,0.0,71.18,0.0,36,9,20,0,31.03,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,rakimmitt,1011.29,0.0,1272.14,0.0,86.95,0.0,30,6,23,1,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,chesswizard42,1010.78,0.0,1429.13,0.0,139.45,0.0,12,7,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-02-09,False
-,-,dim_,1010.07,0.0,1207.32,-0.06,65.75,-0.02,45,12,32,1,26.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,alabastero,1009.63,0.0,1368.91,0.0,119.76,0.0,12,5,7,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-10,False
-,-,jacobmaster,1008.38,5.8,1264.37,-1.04,85.33,-2.28,19,6,13,0,31.58,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,master_nodu,1008.31,-0.09,1154.8,-0.06,48.83,0.01,66,21,44,1,31.82,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-05,False
-,-,billtje,1007.88,0.0,1292.61,0.0,94.91,0.0,18,9,9,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1493,-208,jakuu,1007.86,16.65,1214.11,-28.08,68.75,-14.91,45,8,37,0,17.78,15.0,2.0,13.0,0.0,-2.22,0,0.0,2024-12-11,True
1494,+1494,maretheenlightened,1007.04,,1286.79,,93.25,,15,6,9,0,40.0,,,,,,0,,2024-12-11,True
-,-,namenloser,1006.67,-1.14,1151.75,-1.32,48.36,-0.06,134,26,108,0,19.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-12,False
-,-,pierrotlefoul,1006.03,0.1,1673.68,0.04,222.55,-0.02,2,2,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-02,False
1495,-161,goozy_sosa,1005.55,111.62,1443.88,-94.51,146.11,-68.71,8,4,4,0,50.0,5.0,3.0,2.0,0.0,16.67,0,0.0,2024-12-20,True
-,-,silent82,1004.95,0.0,1181.71,0.0,58.92,0.0,52,11,41,0,21.15,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1496,+1496,suntiger,1003.56,,1324.83,,107.09,,15,5,10,0,33.33,,,,,,0,,2024-12-11,True
-,-,oxygee,1002.79,0.0,1166.08,0.0,54.43,0.0,72,16,55,1,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
-,-,tomaszwielki,1002.52,0.0,1289.71,0.0,95.73,0.0,18,6,12,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,gregg900,1001.73,0.0,1221.51,0.0,73.26,0.0,36,11,25,0,30.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,hongcha,1000.64,1.01,1286.57,0.71,95.31,-0.1,19,1,13,5,5.26,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1497,-219,pepinecko,1000.57,-5.16,1164.94,-20.13,54.79,-4.99,69,23,46,0,33.33,15.0,1.0,14.0,0.0,-7.41,0,0.0,2024-12-08,True
-,-,maraxus,999.74,0.0,1199.72,0.0,66.66,0.0,36,10,26,0,27.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,mehanik,998.49,-0.07,1218.75,-0.07,73.42,0.0,27,6,21,0,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,sirivanhoe,998.25,0.0,1303.17,0.0,101.64,0.0,18,6,12,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,kinmener,997.32,0.0,1247.79,0.0,83.49,0.0,24,8,16,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
1498,-215,decmoon,997.15,-0.37,1084.03,-0.34,28.96,0.01,350,74,273,3,21.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-14,True
1499,-208,sopelek,997.01,13.45,1140.38,7.27,47.79,-2.06,91,19,72,0,20.88,18.0,3.0,15.0,0.0,-1.04,0,0.0,2024-12-25,True
-,-,davidx,996.79,0.09,1255.3,0.12,86.17,0.01,24,9,14,1,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-07-30,False
1500,+1500,alban,996.43,,1294.48,,99.35,,15,5,10,0,33.33,,,,,,0,,2024-12-11,True
1501,+1501,ghudbishs,994.95,,1279.02,,94.69,,15,5,10,0,33.33,,,,,,0,,2024-12-16,True
-,-,nomadicppl,994.6,0.0,1319.32,0.0,108.24,0.0,18,7,10,1,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,anakbawang,994.06,0.0,1276.36,0.0,94.1,0.0,23,3,8,0,27.27,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-05-12,False
1502,-218,hnnadventures,993.99,0.21,1092.09,0.27,32.7,0.02,311,61,250,0,19.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,saginse,993.5,0.0,1155.83,0.0,54.11,0.0,72,13,59,0,18.06,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
-,-,dr.milkduck,992.69,0.0,1290.56,0.0,99.29,0.0,18,6,12,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
1503,+1503,rem_abaddon,992.36,,1284.56,,97.4,,15,4,11,0,26.67,,,,,,0,,2024-12-08,True
-,-,chris_bray,991.11,0.0,1153.59,0.0,54.16,0.0,72,18,54,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
1504,+1504,patpunisher,991.08,,1301.91,,103.61,,15,5,10,0,33.33,,,,,,0,,2024-12-13,True
-,-,naawi,990.1,0.26,1252.03,0.32,87.31,0.02,18,6,12,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,killerst,989.86,0.0,1251.37,0.0,87.17,0.0,24,5,19,0,20.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
-,-,hubcap4x4,989.27,0.0,1234.25,0.0,81.66,0.0,30,7,7,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-06-23,False
1505,-218,lookaszk,989.05,0.3,1331.92,0.3,114.29,0.0,12,4,8,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-28,True
1506,-227,thebigcheese,989.01,-14.63,1196.46,-27.59,69.15,-4.32,36,8,28,0,22.22,6.0,0.0,6.0,0.0,-4.45,0,0.0,2024-11-21,True
-,-,quality_jones,988.46,2.37,1185.44,2.88,65.66,0.17,45,13,32,0,28.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-22,False
-,-,robertsable,988.08,0.03,1754.16,0.03,255.36,0.0,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-09-25,False
-,-,globalt,987.87,0.0,1312.83,0.0,108.32,0.0,12,4,8,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
1507,-210,opk,987.74,8.35,1187.84,-42.23,66.7,-16.86,45,8,37,0,17.78,15.0,3.0,12.0,0.0,1.11,0,0.0,2024-12-12,True
-,-,rvanloon,987.68,0.0,1145.15,0.0,52.49,0.0,72,17,55,0,23.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
-,-,mitroczech,987.65,0.0,1252.46,0.0,88.27,0.0,18,7,11,0,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,denguny,987.64,0.0,1310.77,0.0,107.71,0.0,18,4,13,1,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,moxnox,987.52,0.0,1282.57,0.0,98.35,0.0,18,6,11,1,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1508,-220,eotta,987.18,-0.04,1156.8,-0.07,56.54,-0.01,60,14,45,1,23.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,carlinator,987.03,-0.31,1325.4,-0.4,112.79,-0.03,12,3,9,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-29,False
1509,+1509,dariusz,987.0,,1267.65,,93.55,,15,5,10,0,33.33,,,,,,0,,2024-12-09,True
1510,-221,danjoy72,986.98,-0.15,1229.77,-0.12,80.93,0.01,30,9,21,0,30.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1511,-221,rona_the_terrible,986.12,1.0,1255.67,0.85,89.85,-0.05,18,7,10,1,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-03-03,True
-,-,pollitis,986.1,0.0,1160.91,0.0,58.27,0.0,54,8,19,1,28.57,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-09-30,False
1512,-196,blacksmyth,985.87,45.78,1190.02,-6.15,68.05,-17.31,40,11,29,0,27.5,15.0,4.0,11.0,0.0,-0.5,0,0.0,2024-12-09,True
-,-,chefing,985.68,0.57,1749.9,1.14,254.74,0.19,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-09-25,False
-,-,aluc4rd,983.56,0.0,1192.39,0.0,69.61,0.0,36,7,26,3,19.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
-,-,daliman13,983.32,0.0,1178.17,0.0,64.95,0.0,42,9,30,3,21.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
-,-,meni,982.93,-0.01,1347.04,0.05,121.37,0.02,9,3,6,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-12,False
1513,+1513,janbandit,982.91,,1284.08,,100.39,,15,4,11,0,26.67,,,,,,0,,2024-12-09,True
1514,+1514,jimbryan,982.89,,1276.47,,97.86,,15,5,9,1,33.33,,,,,,0,,2024-12-15,True
-,-,f1087,982.85,0.03,1176.11,0.0,64.42,-0.01,36,9,26,1,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1515,+1515,elarchitekto,982.55,,1278.35,,98.6,,15,5,10,0,33.33,,,,,,0,,2024-12-13,True
1516,+1516,serrapac,982.52,,1353.5,,123.66,,10,2,8,0,20.0,,,,,,0,,2024-12-13,True
-,-,slemmeodder,982.48,0.0,1544.14,0.0,187.22,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
-,-,kokhran,982.13,0.0,1207.31,0.0,75.06,0.0,36,6,30,0,16.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
1517,-224,nognix,981.92,0.22,1214.0,0.1,77.36,-0.04,28,9,18,1,32.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,bigbird85,981.65,0.06,1185.86,1.23,68.07,0.39,30,9,20,1,30.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1518,-224,drduff,981.14,0.56,1239.83,0.5,86.23,-0.02,21,8,13,0,38.1,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,noppi,980.27,0.0,1281.56,0.0,100.43,0.0,18,2,6,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
-,-,greyfrog,979.82,0.0,1322.33,0.0,114.17,0.0,18,3,4,2,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-10-14,False
-,-,zosia,979.54,0.18,1195.24,0.57,71.9,0.13,36,11,25,0,30.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-04,False
1519,-182,gusanitocruz,979.5,88.72,1236.15,-73.25,85.55,-53.99,24,6,18,0,25.0,17.0,3.0,14.0,0.0,-17.86,0,0.0,2025-01-16,True
-,-,walleywalker,978.32,0.0,1264.43,0.0,95.37,0.0,18,6,12,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1520,+1520,warstoryteller,978.11,,1303.94,,108.61,,15,3,12,0,20.0,,,,,,0,,2024-12-11,True
1521,-222,dharkan_kaazar,976.83,-0.1,1310.85,-0.07,111.34,0.01,15,3,12,0,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,hehasmoments,975.58,0.0,1477.06,0.0,167.16,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
-,-,cubeec,975.34,0.0,1271.56,0.0,98.74,0.0,18,6,12,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,johnmarc,973.92,-0.04,1081.68,-0.04,35.92,0.0,180,34,143,3,18.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
1522,+1522,cord_red,973.17,,1363.86,,130.23,,8,4,4,0,50.0,,,,,,0,,2024-12-04,True
-,-,astrostl,972.75,0.0,1245.48,0.0,90.91,0.0,30,5,11,3,26.32,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
-,-,anchy,972.74,0.11,1134.2,0.14,53.82,0.01,58,13,44,1,22.41,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,calo,972.72,0.0,1494.69,0.0,173.99,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
-,-,prezez,970.64,-1.93,1258.82,-2.47,96.06,-0.18,16,6,10,0,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
-,-,ukjohnboy,970.51,0.0,1179.16,0.0,69.55,0.0,36,8,24,4,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-05,False
-,-,scalp,969.97,0.0,1129.87,0.0,53.3,0.0,60,14,43,3,23.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1523,-221,jango,969.21,-0.12,1305.0,-0.03,111.93,0.03,12,3,8,1,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-05-15,True
-,-,cvetopluk,969.19,0.0,1213.81,0.0,81.54,0.0,30,9,18,1,32.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2017-11-10,False
-,-,markariah,969.06,1.13,1206.6,1.19,79.18,0.02,24,5,13,6,20.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-29,False
-,-,capratriada,968.91,-12.37,1171.35,-8.74,67.48,1.21,36,12,24,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
-,-,simone.farina,968.61,0.0,1205.34,0.0,78.91,0.0,30,11,19,0,36.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1524,-221,postalrat,968.3,-0.1,1215.41,-0.16,82.37,-0.02,30,10,20,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,nyita,968.18,0.17,1262.81,0.2,98.21,0.01,19,4,15,0,21.05,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,jjmancini,967.41,0.09,1244.13,0.06,92.24,-0.01,22,6,16,0,27.27,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-01-16,False
1525,-205,scn,967.32,37.46,1226.34,-24.61,86.34,-20.69,25,5,20,0,20.0,10.0,2.0,8.0,0.0,0.0,0,0.0,2024-12-16,True
1526,+1526,kemal,967.06,,1314.34,,115.76,,10,3,7,0,30.0,,,,,,0,,2024-12-14,True
-,-,aigarsgaa,966.88,0.0,1195.78,0.0,76.3,0.0,36,11,25,0,30.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
-,-,sultos,966.87,0.0,1189.44,0.0,74.19,0.0,30,8,21,1,26.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,lidocaina,966.35,0.0,1370.57,0.0,134.74,0.0,8,2,6,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,pablosalinas,966.31,0.01,1416.85,0.04,150.18,0.01,8,2,6,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,charmingp,965.97,-0.4,1235.07,-5.5,89.7,-1.7,18,6,11,1,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-04,False
1527,+1527,gramadancho,965.95,,1253.83,,95.96,,15,5,10,0,33.33,,,,,,0,,2024-12-08,True
1528,-236,speedowagon,965.23,-17.09,1169.89,-31.46,68.22,-4.79,45,10,34,1,22.22,6.0,0.0,6.0,0.0,-3.42,0,0.0,2024-11-19,True
-,-,zelbot,964.95,0.0,1501.59,0.0,178.88,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1529,-224,captainparadise,964.4,-0.25,1164.32,-0.04,66.64,0.07,36,8,27,1,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
-,-,fuxio82,963.88,0.0,1089.28,0.0,41.8,0.0,116,24,89,3,20.69,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,inco,963.78,0.0,1172.61,0.0,69.61,0.0,48,6,21,1,21.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
1530,-209,vladbenez,963.71,36.19,1115.24,24.76,50.51,-3.81,112,15,97,0,13.39,19.0,4.0,15.0,0.0,1.56,0,0.0,2025-01-14,True
-,-,valeriademot,963.39,0.0,1287.99,0.0,108.2,0.0,12,4,8,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
1531,-178,friedthelt,962.64,136.2,1210.68,60.96,82.68,-25.08,30,9,21,0,30.0,15.0,5.0,10.0,0.0,3.33,0,0.0,2024-12-17,True
1532,+1532,kirian,962.1,,1252.41,,96.77,,15,3,12,0,20.0,,,,,,0,,2024-12-10,True
1533,-237,tietzsche,961.36,-18.64,1162.93,-53.92,67.19,-11.76,44,10,33,1,22.73,15.0,1.0,14.0,0.0,-8.3,0,0.0,2024-12-15,True
-,-,aogaog,961.3,0.0,1312.21,0.0,116.97,0.0,12,4,8,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
1534,-227,blahu,960.69,0.62,1283.76,0.44,107.69,-0.06,25,4,21,0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1535,+1535,gelsomiina,960.58,,1284.22,,107.88,,15,4,11,0,26.67,,,,,,0,,2024-12-13,True
1536,-226,tbedataguy,959.77,0.79,1186.63,1.72,75.62,0.31,30,5,25,0,16.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1537,-228,aramaic,959.58,0.1,1108.89,0.13,49.77,0.01,76,18,56,2,23.68,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,karhaix,959.13,0.0,1512.18,0.0,184.35,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
-,-,pampio,958.81,0.0,1245.13,0.0,95.44,0.0,18,8,10,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1538,-215,sjgardner3,958.46,37.2,1204.82,-61.95,82.12,-33.05,30,8,22,0,26.67,15.0,2.0,13.0,0.0,-13.33,0,0.0,2024-12-06,True
-,-,ostua,958.4,0.0,1522.82,0.0,188.14,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1539,-222,tuzhao,958.36,18.81,1178.98,1.05,73.54,-5.92,45,8,37,0,17.78,15.0,1.0,14.0,0.0,-5.55,0,0.0,2024-12-07,True
1540,-232,wheelerruss,958.17,-1.89,1045.89,-1.29,29.24,0.2,611,111,491,9,18.17,18.0,2.0,16.0,0.0,-0.21,0,0.0,2024-12-29,True
-,-,jineegood,957.95,6.14,1194.11,2.96,78.72,-1.06,23,3,20,0,13.04,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1541,+1541,gigot,957.6,,1273.62,,105.34,,15,5,10,0,33.33,,,,,,0,,2024-12-07,True
-,-,fader_master,954.43,0.0,1081.54,0.0,42.37,0.0,126,19,107,0,15.08,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,paeoc,953.64,1.26,1334.1,1.53,126.82,0.09,9,4,5,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-11,False
-,-,humptymonkey,952.75,0.0,1094.68,0.0,47.31,0.0,102,21,80,1,20.59,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
-,-,baseballbob,951.68,0.0,1202.0,0.0,83.44,0.0,30,5,25,0,16.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
-,-,kissnicky,951.34,0.0,1332.4,0.0,127.02,0.0,12,6,5,1,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
1542,-236,moskbnea,950.91,-11.39,1037.85,-11.09,28.98,0.1,400,77,322,1,19.25,22.0,1.0,21.0,0.0,-0.86,0,0.0,2025-01-17,True
1543,-148,sabastapul,950.29,273.58,1206.07,214.12,85.26,-19.82,30,10,19,1,33.33,15.0,7.0,7.0,1.0,13.33,0,0.0,2024-12-06,True
1544,+1544,proximo,949.45,,1238.29,,96.28,,15,2,13,0,13.33,,,,,,0,,2024-12-03,True
1545,+1545,larsusvonundzu,949.02,,1375.35,,142.11,,7,4,3,0,57.14,,,,,,0,,2025-01-08,True
1546,+1546,dolling,948.99,,1294.92,,115.31,,10,3,7,0,30.0,,,,,,0,,2024-12-07,True
-,-,manulao,948.53,0.0,1473.08,0.0,174.85,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1547,-235,marcelodadf,948.36,0.38,1261.14,0.29,104.26,-0.03,15,4,11,0,26.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,fidelc,948.23,0.05,1080.41,0.05,44.06,0.0,126,23,103,0,18.25,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
1548,-233,frabac,947.49,2.8,1040.61,2.95,31.04,0.05,580,82,495,3,14.14,15.0,2.0,13.0,0.0,-0.02,0,0.0,2024-12-14,True
-,-,kilfara,946.75,0.0,1352.92,0.0,135.39,0.0,12,7,1,0,87.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-11-10,False
-,-,wookiebutcher,946.22,-0.05,1104.47,-0.02,52.75,0.01,72,16,56,0,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,xoiben,946.16,0.0,1154.09,0.0,69.31,0.0,42,9,33,0,21.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
-,-,kubenboa,946.02,0.03,1101.33,0.03,51.77,0.0,73,17,55,1,23.29,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1549,-236,valvonauta,945.9,0.17,1088.46,0.17,47.52,0.0,99,13,83,3,13.13,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-15,True
-,-,soupydan,945.65,0.0,1252.25,0.0,102.2,0.0,18,5,11,2,27.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,flautert,945.58,0.0,1463.68,0.0,172.7,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1550,-225,xela1988,945.21,33.8,1185.96,-2.38,80.25,-12.06,38,11,27,0,28.95,10.0,2.0,8.0,0.0,-3.19,0,0.0,2024-12-12,True
1551,+1551,beewiz,944.76,,1244.46,,99.9,,15,3,12,0,20.0,,,,,,0,,2024-12-08,True
1552,+1552,drunkenpete,944.37,,1252.11,,102.58,,15,3,12,0,20.0,,,,,,0,,2024-12-16,True
-,-,furlan,943.61,-0.46,1280.81,-0.82,112.4,-0.12,19,3,16,0,15.79,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1553,+1553,wyszek,943.27,,1233.31,,96.68,,15,3,12,0,20.0,,,,,,0,,2024-12-07,True
-,-,mmcgo2,942.92,0.25,1212.38,0.22,89.82,-0.01,18,4,14,0,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,xanpat,941.56,0.0,1149.49,0.0,69.31,0.0,45,7,37,1,15.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,ijthegreat,941.48,0.0,1284.83,0.0,114.45,0.0,12,0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
-,-,neyragrat,941.01,0.59,1242.03,0.53,100.34,-0.02,15,3,12,0,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1554,-240,kacperniak,940.25,-4.66,1182.35,-2.89,80.7,0.59,27,8,19,0,29.63,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-03-12,True
1555,+1555,scotty4s,939.42,,1303.41,,121.33,,10,3,7,0,30.0,,,,,,0,,2024-12-16,True
-,-,mrpandy,939.3,0.0,1193.58,0.0,84.76,0.0,24,6,17,1,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
-,-,nethrix,937.98,0.0,1281.87,0.0,114.63,0.0,12,5,7,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
-,-,totox,937.28,0.06,1295.48,0.0,119.4,-0.02,9,3,6,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-12,False
-,-,sagyer,936.86,0.42,1222.4,0.3,95.18,-0.04,17,4,13,0,23.53,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-22,False
-,-,cantgetaway,936.85,0.0,1280.65,0.0,114.6,0.0,12,4,8,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
-,-,jammykins,935.22,0.0,1247.31,0.0,104.03,0.0,18,5,13,0,27.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1556,+1556,madnut86,935.18,,1268.75,,111.19,,15,2,13,0,13.33,,,,,,0,,2024-12-19,True
-,-,alanala,934.75,0.0,1234.42,0.0,99.89,0.0,18,5,4,1,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-10-14,False
1557,+1557,mikelowrey,934.48,,1274.23,,113.25,,15,2,13,0,13.33,,,,,,0,,2024-12-09,True
1558,+1558,qirgi,933.8,,1221.89,,96.03,,15,6,9,0,40.0,,,,,,0,,2024-12-12,True
1559,-211,twofold,933.43,82.67,1194.13,-21.58,86.9,-34.75,30,5,25,0,16.67,15.0,3.0,12.0,0.0,3.34,0,0.0,2024-12-15,True
1560,-241,millership,932.17,-0.03,1044.31,-0.3,37.38,-0.09,230,27,199,4,11.74,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-28,True
-,-,moon2g,932.06,0.0,1189.31,0.0,85.75,0.0,30,6,24,0,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
