Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Leaderboard Rank
496,-24,Unterjochen,DE,1322.91,20.23,1604.65,-101.3,93.92,-40.51,18,11.0,12,6.0,6,5.0,0,0.0,66.67,-19.04,2025-02-10,-,589.0
497,-71,Ekdezel,-,1322.61,-5.47,1433.88,-7.79,37.09,-0.77,133,12.0,72,5.0,61,7.0,0,0.0,54.14,-1.23,2025-02-15,-,430.0
498,-6,Cat12,CN,1322.24,29.22,1504.24,-0.45,60.66,-9.89,48,13.0,22,8.0,26,5.0,0,0.0,45.83,5.83,2025-02-16,-,563.0
-,-,Torzelan,-,1320.55,-1.18,1735.57,0.0,138.34,0.39,9,0.0,6,0.0,3,0.0,0,0.0,66.67,0.0,2023-04-16,-,-
499,new,keizerCarel,-,1320.51,870.51,1769.35,269.35,149.61,149.61,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-30,-,1241.0
500,unretired,Serenicus,-,1318.42,123.83,1675.7,14.35,119.09,-36.49,14,6.0,9,4.0,5,2.0,0,0.0,64.29,1.79,2025-01-31,-,-
501,-50,Gandy,-,1317.1,3.7,1528.91,-52.99,70.6,-18.9,33,12.0,17,4.0,16,8.0,0,0.0,51.52,-10.38,2025-02-21,-,619.0
502,-93,sorpy,KR,1316.89,-19.9,1521.12,-34.4,68.08,-4.84,39,6.0,21,2.0,18,4.0,0,0.0,53.85,-3.73,2025-02-08,-,421.0
503,-64,noobgo,-,1316.79,-2.52,1512.2,0.0,65.14,0.84,50,0.0,22,0.0,28,0.0,0,0.0,44.0,0.0,2024-04-04,-,492.0
504,21,vbogoev,BG,1316.58,47.61,1491.45,29.43,58.29,-6.06,55,11.0,24,5.0,31,6.0,0,0.0,43.64,0.46,2025-02-17,-,525.0
505,-85,kuzmich,US,1316.48,-15.15,1507.09,-47.32,63.53,-10.73,44,13.0,22,7.0,22,6.0,0,0.0,50.0,1.61,2025-02-16,G,198.0
506,78,Likas11,-,1315.58,84.44,1518.75,44.53,67.72,-13.3,41,12.0,23,9.0,17,3.0,1,0.0,56.1,7.82,2025-02-18,-,595.0
507,0,firlefanzer,-,1314.99,33.91,1510.91,-11.94,65.31,-15.29,39,12.0,18,5.0,20,6.0,1,1.0,46.15,-2.0,2025-02-16,-,439.0
508,-62,Vandal,-,1314.95,-1.57,1626.38,0.0,103.81,0.52,17,0.0,9,0.0,8,0.0,0,0.0,52.94,0.0,2024-07-01,-,660.0
509,new,devilchn,-,1314.94,864.94,1739.44,239.44,141.5,141.5,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-30,-,-
510,106,Rumbleman,-,1314.72,96.78,1639.23,29.27,108.17,-22.5,14,5.0,9,4.0,5,1.0,0,0.0,64.29,8.73,2025-01-29,G,404.0
511,23,Octavian,US,1314.52,50.4,1632.34,-7.47,105.94,-19.29,20,6.0,13,4.0,7,2.0,0,0.0,65.0,0.71,2025-02-03,M,439.0
512,147,Olivier000,FR,1314.37,124.02,1592.6,77.26,92.74,-15.58,23,6.0,12,5.0,10,1.0,1,0.0,52.17,10.99,2025-01-30,-,343.0
513,-71,Kenvi,PL,1314.1,-3.86,1444.95,0.0,43.62,1.29,94,0.0,43,0.0,49,0.0,2,0.0,45.74,0.0,2024-10-01,-,490.0
514,-52,Fleepa0,ES,1313.65,5.78,1504.95,-4.83,63.77,-3.54,52,6.0,22,3.0,26,3.0,4,0.0,42.31,1.01,2025-01-31,-,267.0
515,new,booyakasha,-,1313.12,863.12,1749.41,249.41,145.43,145.43,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-26,-,-
516,-102,LeBonus,CA,1312.56,-20.47,1499.63,-46.81,62.36,-8.78,41,11.0,20,4.0,19,7.0,2,0.0,48.78,-4.55,2025-02-18,-,1016.0
517,-65,HLDM,-,1312.14,-1.24,1708.25,0.0,132.04,0.41,9,0.0,6,0.0,3,0.0,0,0.0,66.67,0.0,2024-07-01,-,566.0
-,-,steve10716,-,1311.39,-1.32,1683.41,0.0,124.01,0.44,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2023-06-06,P,-
518,122,Taeveren,-,1310.79,111.89,1548.4,35.85,79.2,-25.35,29,13.0,16,9.0,13,4.0,0,0.0,55.17,11.42,2025-02-10,-,686.0
519,-69,Krayze,GB,1310.54,-3.41,1457.53,0.0,49.0,1.14,79,0.0,45,0.0,31,0.0,3,0.0,56.96,0.0,2024-10-31,-,433.0
520,-67,Barnstormer,-,1310.5,-1.56,1624.92,0.0,104.8,0.52,17,0.0,8,0.0,9,0.0,0,0.0,47.06,0.0,2024-07-01,-,660.0
521,-24,kwojtasz,US,1310.45,21.59,1534.94,-2.15,74.83,-7.91,31,6.0,14,3.0,16,3.0,1,0.0,45.16,1.16,2025-01-30,-,459.0
522,-205,dulbbong,-,1310.28,-94.81,1677.72,-110.49,122.48,-5.23,12,3.0,7,1.0,5,2.0,0,0.0,58.33,-8.34,2024-12-09,-,660.0
523,-68,Backburner,LB,1309.75,-1.16,1731.84,0.0,140.7,0.39,9,0.0,6,0.0,3,0.0,0,0.0,66.67,0.0,2024-04-04,-,739.0
524,new,Z-man,-,1309.58,859.58,1757.56,257.56,149.33,149.33,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-02-04,-,-
525,-51,nattee,TH,1309.48,7.42,1509.98,-14.29,66.84,-7.23,39,7.0,20,4.0,19,3.0,0,0.0,51.28,1.28,2025-02-12,-,301.0
526,-51,comant,RU,1309.44,7.98,1419.22,8.11,36.6,0.04,154,11.0,63,5.0,90,6.0,1,0.0,40.91,0.35,2025-02-17,-,258.0
-,-,Khar,CZ,1309.25,-2.51,1506.73,0.0,65.83,0.84,48,0.0,20,0.0,28,0.0,0,0.0,41.67,0.0,2023-11-07,-,-
527,140,SKJaCaRD,-,1308.81,123.32,1552.79,40.81,81.33,-27.5,30,11.0,19,7.0,11,4.0,0,0.0,63.33,0.17,2025-02-12,-,414.0
528,-69,Allmrak,-,1307.85,-0.96,1816.82,0.0,169.65,0.32,7,0.0,3,0.0,4,0.0,0,0.0,42.86,0.0,2024-08-11,-,820.0
529,18,Mul,CA,1307.55,52.84,1552.58,23.96,81.68,-9.63,31,6.0,15,4.0,15,2.0,1,0.0,48.39,4.39,2025-02-07,-,417.0
-,-,borostar,-,1306.71,-1.32,1679.02,0.0,124.1,0.44,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2023-06-06,-,1362.0
530,-72,Torneedo,-,1306.69,-2.18,1430.08,-0.93,41.13,0.42,119,6.0,59,3.0,60,3.0,0,0.0,49.58,0.02,2025-02-02,-,794.0
531,new,Yookie,-,1306.53,856.53,1764.08,264.08,152.52,152.52,7,7.0,7,7.0,0,0.0,0,0.0,100.0,100.0,2025-02-11,-,-
532,new,Ranior,-,1305.91,855.91,1756.81,256.81,150.3,150.3,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-29,-,-
-,-,sTeVej,-,1305.59,-1.15,1730.21,0.0,141.54,0.38,9,0.0,6,0.0,3,0.0,0,0.0,66.67,0.0,2023-04-16,-,-
533,new,DayWalker1337,-,1304.8,854.8,1779.19,279.19,158.13,158.13,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-02-01,-,1343.0
534,-31,Frygian,-,1304.72,21.94,1518.66,-40.78,71.31,-20.91,32,12.0,17,5.0,15,7.0,0,0.0,53.12,-6.88,2025-02-10,-,518.0
535,-74,Schedar,-,1304.65,-3.66,1448.33,-5.19,47.89,-0.51,86,6.0,38,2.0,48,4.0,0,0.0,44.19,-0.81,2025-01-29,-,856.0
-,-,Aftheiss,-,1304.46,-1.04,1773.61,0.0,156.38,0.35,9,0.0,7,0.0,2,0.0,0,0.0,77.78,0.0,2023-04-16,-,-
536,-141,Bromios,-,1304.37,-46.5,1529.83,-62.33,75.15,-5.27,30,5.0,15,1.0,15,4.0,0,0.0,50.0,-6.0,2025-01-31,-,555.0
-,-,langer,-,1304.01,-1.05,1771.81,0.0,155.93,0.35,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2022-01-01,-,-
-,-,edan92,-,1304.01,-1.05,1771.81,0.0,155.93,0.35,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2022-01-01,M,-
-,-,mikykcul,-,1304.01,-1.05,1771.81,0.0,155.93,0.35,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2022-01-01,-,-
537,-67,seviech,-,1303.84,0.35,1439.78,-6.42,45.31,-2.26,87,13.0,37,7.0,49,6.0,1,0.0,42.53,1.99,2025-02-15,-,303.0
538,-39,chen.,CN,1303.27,16.52,1538.25,-81.15,78.33,-32.56,27,13.0,15,4.0,11,8.0,1,1.0,55.56,-23.01,2025-02-12,-,1016.0
539,-59,HopeForLuck,-,1303.18,4.19,1475.12,-0.85,57.31,-1.68,58,5.0,28,2.0,28,3.0,2,0.0,48.28,-0.78,2025-01-26,-,331.0
540,-72,Kloef,-,1302.89,-1.55,1618.8,0.0,105.31,0.52,15,0.0,6,0.0,7,0.0,2,0.0,40.0,0.0,2024-07-15,-,383.0
541,-85,oleKanin,NO,1302.51,-7.99,1462.93,-20.31,53.47,-4.11,66,12.0,32,6.0,33,6.0,1,0.0,48.48,0.33,2025-02-12,-,473.0
542,-73,DGMvado,-,1302.41,-1.7,1590.97,0.0,96.19,0.57,22,0.0,11,0.0,11,0.0,0,0.0,50.0,0.0,2024-07-01,-,566.0
543,-89,luigino71,IT,1301.73,-10.21,1420.29,-12.81,39.52,-0.86,121,13.0,52,3.0,68,10.0,1,0.0,42.98,-2.39,2025-02-10,-,307.0
544,-87,chefung,-,1301.12,-7.87,1427.33,-12.36,42.07,-1.49,108,12.0,48,6.0,60,6.0,0,0.0,44.44,0.69,2025-02-12,-,512.0
545,-78,JakubUhlir,CZ,1300.65,-3.99,1427.91,0.0,42.42,1.33,107,0.0,48,0.0,58,0.0,1,0.0,44.86,0.0,2024-10-01,-,518.0
546,-105,TeriyakiJaccuzi,US,1300.04,-18.37,1408.79,-19.77,36.25,-0.47,156,13.0,68,4.0,85,9.0,3,0.0,43.59,-1.17,2025-02-14,-,414.0
547,-71,al_boev,RU,1299.23,-1.47,1632.47,0.0,111.08,0.49,13,0.0,9,0.0,4,0.0,0,0.0,69.23,0.0,2024-10-31,-,1178.0
548,-60,Medicus,-,1299.08,3.96,1520.54,-11.34,73.82,-5.1,34,5.0,16,2.0,18,3.0,0,0.0,47.06,-1.22,2025-02-06,-,678.0
549,-72,YSun,-,1298.89,-1.38,1653.26,0.0,118.12,0.46,12,0.0,7,0.0,4,0.0,1,0.0,58.33,0.0,2024-04-04,-,795.0
550,55,eggmancs,GB,1298.86,76.22,1521.24,18.21,74.13,-19.34,30,12.0,14,6.0,16,6.0,0,0.0,46.67,2.23,2025-02-08,-,678.0
551,new,Antigua,HU,1298.67,848.67,1741.87,241.87,147.73,147.73,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-02-01,-,-
-,-,buste,-,1298.59,-1.5,1624.66,0.0,108.69,0.5,17,0.0,8,0.0,8,0.0,1,0.0,47.06,0.0,2023-04-16,G,918.0
552,-109,mahawirasd,ID,1298.24,-19.31,1410.24,-21.26,37.33,-0.65,133,12.0,66,5.0,66,7.0,1,0.0,49.62,-0.79,2025-02-15,-,451.0
553,-109,Jolli,-,1298.23,-19.04,1479.08,-21.5,60.28,-0.82,50,3.0,25,0.0,24,3.0,1,0.0,50.0,-3.19,2024-12-12,-,631.0
-,-,bigbigfanta,-,1297.81,-1.28,1681.31,0.0,127.83,0.43,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2022-02-01,-,-
554,-75,Amitke,IL,1297.43,-2.03,1538.72,0.0,80.43,0.68,27,0.0,13,0.0,14,0.0,0,0.0,48.15,0.0,2024-04-04,-,421.0
-,-,MastermindZeta,-,1296.67,-1.4,1648.19,0.0,117.17,0.47,18,0.0,9,0.0,9,0.0,0,0.0,50.0,0.0,2023-03-01,-,-
555,-6,LordPeter,-,1295.84,43.47,1493.94,8.7,66.03,-11.59,38,10.0,15,4.0,23,6.0,0,0.0,39.47,0.18,2025-02-15,G,197.0
556,-74,Tyristan,-,1295.84,-1.71,1582.97,0.0,95.71,0.57,19,0.0,11,0.0,8,0.0,0,0.0,57.89,0.0,2024-08-11,-,473.0
558,59,Metz63,-,1295.75,80.5,1582.92,36.36,95.72,-14.71,22,6.0,11,4.0,11,2.0,0,0.0,50.0,6.25,2025-01-29,-,724.0
557,-73,Finglove,-,1295.75,-1.35,1659.03,0.0,121.09,0.45,14,0.0,9,0.0,5,0.0,0,0.0,64.29,0.0,2024-04-04,G,275.0
559,173,JohnyT,-,1295.4,151.52,1675.3,43.03,126.63,-36.16,11,5.0,7,3.0,3,1.0,1,1.0,63.64,-3.03,2025-01-30,-,820.0
560,-48,skab12,-,1295.2,18.24,1458.43,1.52,54.41,-5.57,63,13.0,28,5.0,35,8.0,0,0.0,44.44,-1.56,2025-02-16,-,309.0
561,new,BahbUrge,-,1294.64,844.64,1744.26,244.26,149.88,149.88,7,7.0,7,7.0,0,0.0,0,0.0,100.0,100.0,2025-02-13,-,-
562,86,Tandeta,-,1294.32,98.63,1611.93,-72.98,105.87,-57.2,15,8.0,11,4.0,4,4.0,0,0.0,73.33,-26.67,2025-02-23,G,1211.0
563,221,Selya,-,1293.8,194.47,1647.15,75.63,117.78,-39.61,12,6.0,9,5.0,3,1.0,0,0.0,75.0,8.33,2025-02-03,-,528.0
564,new,Kharny,-,1293.31,843.31,1750.87,250.87,152.52,152.52,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-02-05,-,-
565,new,drodriguez,-,1293.01,843.01,1659.23,159.23,122.07,122.07,12,12.0,9,9.0,3,3.0,0,0.0,75.0,75.0,2025-02-13,-,1343.0
566,-77,ConorS,US,1292.93,-1.97,1541.85,0.0,82.97,0.66,27,0.0,18,0.0,9,0.0,0,0.0,66.67,0.0,2024-04-04,-,885.0
567,new,Phalanxx,-,1292.75,842.75,1636.88,136.88,114.71,114.71,12,12.0,10,10.0,2,2.0,0,0.0,83.33,83.33,2025-02-11,-,1241.0
568,-77,deleted_user_9275835,-,1292.54,-1.12,1729.75,0.0,145.74,0.37,7,0.0,7,0.0,0,0.0,0,0.0,100.0,0.0,2024-10-31,-,1184.0
569,-86,sttailtw,-,1292.26,-5.14,1491.85,-17.17,66.53,-4.01,40,6.0,18,3.0,22,3.0,0,0.0,45.0,0.88,2025-02-03,-,378.0
570,new,ciufile,-,1291.88,841.88,1762.49,262.49,156.87,156.87,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-02-01,-,-
-,-,flaminghito,-,1291.42,-1.61,1594.87,0.0,101.15,0.54,20,0.0,9,0.0,11,0.0,0,0.0,45.0,0.0,2023-07-18,P,-
571,152,Garghiii,IT,1290.79,141.38,1526.6,52.37,78.6,-29.67,27,13.0,16,9.0,10,4.0,1,0.0,59.26,9.26,2025-02-15,-,793.0
572,new,boonio88,-,1290.59,840.59,1734.12,234.12,147.84,147.84,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-26,-,-
573,132,RedMadMike,PL,1290.11,127.38,1526.67,40.13,78.85,-29.08,25,12.0,16,8.0,9,4.0,0,0.0,64.0,2.46,2025-02-15,-,586.0
574,-59,ZioKhan,IT,1289.69,16.49,1397.94,14.98,36.08,-0.5,156,12.0,60,7.0,93,4.0,3,1.0,38.46,1.65,2025-02-12,-,371.0
-,-,skanadron,-,1289.58,-1.04,1761.7,0.0,157.37,0.35,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2022-01-01,-,-
575,-82,BedrockLP,-,1289.29,-1.26,1677.6,0.0,129.44,0.42,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2024-04-04,-,795.0
576,0,FunkcniPC,-,1289.25,53.7,1531.42,27.92,80.72,-8.59,27,6.0,16,4.0,11,2.0,0,0.0,59.26,2.12,2025-01-30,-,763.0
577,-29,sorecats,ID,1289.11,36.01,1480.33,29.0,63.74,-2.34,41,5.0,21,4.0,19,1.0,1,0.0,51.22,4.0,2025-02-01,-,494.0
578,-84,rasattack,-,1288.99,-1.26,1676.4,0.0,129.14,0.42,9,0.0,6,0.0,3,0.0,0,0.0,66.67,0.0,2024-04-04,-,384.0
-,-,zabergau,-,1288.46,-1.04,1760.23,0.0,157.26,0.35,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2022-01-01,-,-
579,-93,baggioka,HU,1288.18,-7.5,1419.81,-14.07,43.88,-2.19,102,13.0,53,3.0,47,10.0,2,0.0,51.96,-4.22,2025-02-23,-,498.0
580,-85,BoB94,-,1288.08,-1.29,1667.6,0.0,126.51,0.43,9,0.0,5,0.0,3,0.0,1,0.0,55.56,0.0,2024-07-01,-,744.0
581,-83,satur,-,1287.39,-1.12,1724.24,0.0,145.62,0.37,6,0.0,4,0.0,2,0.0,0,0.0,66.67,0.0,2024-04-04,-,777.0
582,-137,tongtong,-,1287.36,-29.85,1586.27,-71.36,99.64,-13.84,17,5.0,9,2.0,8,3.0,0,0.0,52.94,-5.39,2025-01-28,-,659.0
583,new,Raskonin,-,1287.34,837.34,1736.84,236.84,149.83,149.83,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-26,-,-
585,78,Mephist,LT,1286.53,97.05,1505.94,37.41,73.14,-19.88,33,12.0,16,8.0,17,4.0,0,0.0,48.48,10.38,2025-02-12,-,411.0
584,46,JSauve,-,1286.53,82.84,1581.35,29.53,98.27,-17.77,18,6.0,10,4.0,8,2.0,0,0.0,55.56,5.56,2025-02-05,-,744.0
586,69,Prashanth,-,1286.08,92.87,1493.71,56.17,69.21,-12.23,34,11.0,18,8.0,16,3.0,0,0.0,52.94,9.46,2025-02-12,-,646.0
587,-87,gpeter63,-,1285.1,-1.31,1659.53,0.0,124.81,0.44,13,0.0,8,0.0,5,0.0,0,0.0,61.54,0.0,2024-04-04,-,608.0
588,unretired,Limdul1988,CZ,1284.71,-9.08,1528.71,-20.76,81.33,-3.9,27,3.0,11,1.0,16,2.0,0,0.0,40.74,-0.93,2024-12-18,-,1203.0
589,unretired,LinhVu,-,1284.21,55.36,1509.6,35.75,75.13,-6.54,38,6.0,20,3.0,18,3.0,0,0.0,52.63,-0.49,2025-01-28,-,-
590,new,mezerrrrr,-,1283.1,833.1,1755.62,255.62,157.51,157.51,6,6.0,4,4.0,2,2.0,0,0.0,66.67,66.67,2025-01-31,-,-
591,-10,haimke,-,1281.87,48.14,1588.92,-21.26,102.35,-23.13,18,6.0,10,3.0,8,3.0,0,0.0,55.56,-2.77,2025-02-03,G,313.0
592,-90,Fingerzam,-,1281.36,-1.44,1621.02,0.0,113.22,0.48,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2024-07-01,-,509.0
593,77,TheElk,US,1281.26,97.0,1486.86,48.81,68.53,-16.06,35,13.0,18,9.0,17,4.0,0,0.0,51.43,10.52,2025-02-12,-,331.0
594,126,boogy5,LT,1281.19,129.84,1482.4,90.24,67.07,-13.2,42,13.0,20,10.0,22,3.0,0,0.0,47.62,13.14,2025-02-13,-,419.0
595,-91,aloci,-,1280.98,-1.22,1681.97,0.0,133.67,0.41,9,0.0,6,0.0,3,0.0,0,0.0,66.67,0.0,2024-04-04,-,950.0
596,-6,Diogenes,AU,1280.61,51.31,1423.13,41.87,47.51,-3.15,92,12.0,40,9.0,52,3.0,0,0.0,43.48,4.73,2025-02-16,-,419.0
597,-51,chris223,-,1280.32,22.66,1416.67,13.7,45.45,-2.99,88,13.0,36,7.0,50,5.0,2,1.0,40.91,2.24,2025-02-18,-,399.0
598,126,Ayakonutty,-,1280.05,132.8,1497.07,68.76,72.34,-21.35,33,13.0,19,10.0,14,3.0,0,0.0,57.58,12.58,2025-02-21,-,790.0
599,-172,icepick_mn,-,1279.93,-47.85,1499.89,-117.29,73.32,-23.15,33,13.0,17,3.0,16,10.0,0,0.0,51.52,-18.48,2025-02-13,-,759.0
600,new,Shmu,-,1279.65,829.65,1776.05,276.05,165.47,165.47,6,6.0,4,4.0,2,2.0,0,0.0,66.67,66.67,2025-01-30,-,-
601,-44,opatulony,-,1278.9,30.43,1534.07,0.55,85.06,-9.96,29,6.0,13,3.0,16,3.0,0,0.0,44.83,1.35,2025-02-10,-,357.0
602,-94,Tshemmp,DE,1278.34,-2.26,1495.83,0.0,72.5,0.75,33,0.0,18,0.0,15,0.0,0,0.0,54.55,0.0,2024-08-11,-,252.0
603,179,maunzzz,-,1278.3,177.92,1517.98,73.7,79.9,-34.74,25,13.0,16,9.0,9,4.0,0,0.0,64.0,5.67,2025-02-12,-,850.0
604,132,Hashlerka,-,1277.76,135.65,1523.81,47.58,82.02,-29.36,26,13.0,14,6.0,12,7.0,0,0.0,53.85,-7.69,2025-02-17,-,946.0
-,-,lzzyl,-,1276.01,-1.03,1752.84,0.0,158.94,0.34,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2022-01-01,-,-
605,new,GBH_Grzegorz,-,1275.69,825.69,1824.44,324.44,182.92,182.92,3,3.0,3,3.0,0,0.0,0,0.0,100.0,100.0,2025-02-08,-,-
606,56,Dubz,-,1275.59,85.86,1465.02,45.95,63.15,-13.3,47,13.0,22,9.0,25,4.0,0,0.0,46.81,8.57,2025-02-12,-,923.0
607,new,Nopeasuoli,-,1275.13,825.13,1758.1,258.1,160.99,160.99,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-29,-,-
608,-79,Froggy42,DE,1273.12,6.18,1384.91,3.86,37.26,-0.77,135,13.0,60,7.0,73,6.0,2,0.0,44.44,1.0,2025-02-16,-,518.0
609,new,Tasku,-,1272.27,822.27,1718.51,218.51,148.75,148.75,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-27,-,-
610,43,JensIV,DE,1271.76,77.65,1515.02,-20.19,81.09,-32.61,26,12.0,14,5.0,12,7.0,0,0.0,53.85,-10.44,2025-02-10,G,563.0
611,-2,broskiumenyiora,US,1271.75,51.38,1480.95,-3.17,69.73,-18.18,41,13.0,17,5.0,23,7.0,1,1.0,41.46,-1.4,2025-02-09,-,676.0
612,-90,Carbon14,-,1271.55,1.71,1428.58,-16.2,52.34,-5.97,66,13.0,31,6.0,35,7.0,0,0.0,46.97,-0.2,2025-02-19,-,373.0
613,-100,RiRu,LV,1271.37,-2.82,1416.74,-13.17,48.46,-3.45,76,12.0,36,4.0,40,8.0,0,0.0,47.37,-2.63,2025-02-15,-,740.0
-,-,RobertdeSable,-,1271.34,-2.46,1471.66,0.0,66.77,0.82,45,0.0,21,0.0,24,0.0,0,0.0,46.67,0.0,2024-01-07,G,1013.0
614,-98,Pripek,FR,1271.22,-1.56,1585.74,0.0,104.84,0.52,18,0.0,8,0.0,9,0.0,1,0.0,44.44,0.0,2024-04-04,-,621.0
615,-98,ElDiabloAzul,US,1270.67,-1.95,1523.14,0.0,84.16,0.65,28,0.0,13,0.0,14,0.0,1,0.0,46.43,0.0,2024-04-04,-,820.0
616,-49,Elpiereo,-,1268.93,25.84,1593.67,-7.98,108.25,-11.27,15,3.0,9,2.0,6,1.0,0,0.0,60.0,1.67,2025-01-31,-,566.0
617,-28,t-k-421,US,1268.1,38.37,1405.79,29.51,45.9,-2.95,84,13.0,46,9.0,37,4.0,1,0.0,54.76,2.65,2025-02-16,-,399.0
618,new,NateH,-,1267.66,817.66,1728.53,228.53,153.62,153.62,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-30,-,-
619,-93,HavardG,-,1267.38,-1.56,1582.6,0.0,105.07,0.52,15,0.0,7,0.0,7,0.0,1,0.0,46.67,0.0,2024-07-01,-,407.0
620,-183,etJake,US,1265.86,-54.36,1473.67,-111.39,69.27,-19.01,32,13.0,14,3.0,18,10.0,0,0.0,43.75,-14.14,2025-02-13,-,334.0
621,new,otis,-,1265.62,815.62,1743.52,243.52,159.3,159.3,6,6.0,4,4.0,2,2.0,0,0.0,66.67,66.67,2025-01-29,-,-
622,-92,Diaz,-,1265.58,-1.3,1642.93,0.0,125.78,0.43,9,0.0,5,0.0,4,0.0,0,0.0,55.56,0.0,2024-07-01,-,744.0
623,-80,Fullynice,-,1265.51,6.33,1378.59,4.88,37.69,-0.48,134,13.0,57,5.0,76,8.0,1,0.0,42.54,-0.44,2025-02-14,-,522.0
624,-80,OrionAlpha,-,1265.5,6.53,1373.97,5.3,36.16,-0.41,161,13.0,66,7.0,93,6.0,2,0.0,40.99,1.13,2025-02-23,-,480.0
-,-,Radorf,-,1264.67,-1.91,1521.08,0.0,85.47,0.64,24,0.0,9,0.0,15,0.0,0,0.0,37.5,0.0,2023-11-15,M,-
625,114,Polldrake,-,1264.53,124.29,1477.38,65.76,70.95,-19.51,36,13.0,20,9.0,16,4.0,0,0.0,55.56,7.73,2025-02-15,-,636.0
626,43,Valsim,-,1263.95,78.74,1597.34,-3.67,111.13,-27.47,15,6.0,9,4.0,6,2.0,0,0.0,60.0,4.44,2025-01-31,-,820.0
627,-104,Herdeksunek,CZ,1263.92,-5.33,1409.94,-15.26,48.67,-3.31,74,12.0,27,4.0,47,8.0,0,0.0,36.49,-0.61,2025-02-12,-,319.0
628,unretired,Palace,-,1263.88,436.68,1672.31,267.37,136.14,-56.44,9,6.0,6,5.0,3,1.0,0,0.0,66.67,33.34,2025-02-02,-,920.0
629,-98,jsjsj,AU,1263.68,-2.48,1463.08,0.0,66.47,0.83,46,0.0,21,0.0,24,0.0,1,0.0,45.65,0.0,2024-10-01,-,339.0
630,-37,PacoHolliday,-,1263.6,35.56,1429.31,17.51,55.24,-6.02,58,12.0,26,6.0,32,6.0,0,0.0,44.83,1.35,2025-02-12,-,724.0
-,-,TheBiggerE,-,1262.77,-1.07,1721.85,0.0,153.03,0.36,8,0.0,5,0.0,3,0.0,0,0.0,62.5,0.0,2022-01-01,-,-
631,0,pepikos,NL,1262.63,59.47,1542.73,3.27,93.37,-18.73,25,6.0,12,3.0,13,3.0,0,0.0,48.0,0.63,2025-01-28,-,950.0
632,-99,eaguirre,-,1261.97,-2.59,1453.56,0.0,63.86,0.86,51,0.0,25,0.0,26,0.0,0,0.0,49.02,0.0,2024-10-31,-,455.0
633,new,Vovka,-,1261.76,811.76,1690.66,190.66,142.97,142.97,6,6.0,4,4.0,2,2.0,0,0.0,66.67,66.67,2025-02-06,-,1205.0
634,-174,MeteorisVulcanus,NL,1261.74,-46.81,1462.89,-99.59,67.05,-17.59,34,13.0,15,3.0,19,10.0,0,0.0,44.12,-13.02,2025-02-23,-,535.0
635,-100,Tuty,SK,1260.87,-1.57,1576.56,0.0,105.23,0.52,26,0.0,10,0.0,16,0.0,0,0.0,38.46,0.0,2024-04-04,-,298.0
636,-100,Guylikikipoile,-,1260.85,-1.12,1696.91,0.0,145.35,0.37,9,0.0,7,0.0,2,0.0,0,0.0,77.78,0.0,2024-04-04,-,885.0
637,-119,Purplegoo,-,1260.73,-11.78,1377.79,-15.18,39.02,-1.13,134,13.0,50,5.0,83,8.0,1,0.0,37.31,0.12,2025-02-10,-,375.0
638,-110,tiffelvet,-,1260.5,-6.88,1487.39,-66.95,75.63,-20.03,33,13.0,19,6.0,13,6.0,1,1.0,57.58,-7.42,2025-02-15,-,698.0
639,-100,Reinuvader,HU,1259.95,-1.42,1605.39,0.0,115.15,0.47,13,0.0,8,0.0,5,0.0,0,0.0,61.54,0.0,2024-07-01,-,389.0
