Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Leaderboard Rank
357,47,trzeciakson,PL,1405.88,61.0,1661.41,30.65,85.17,-10.12,27,6.0,16,5.0,11,1.0,0,0.0,59.26,6.88,2025-02-08,P,389.0
358,35,vitek,-,1405.61,54.01,1681.28,38.54,91.89,-5.16,23,3.0,15,3.0,7,0.0,1,0.0,65.22,5.22,2025-01-28,G,246.0
-,-,Cyphen,US,1405.0,-1.44,1744.77,0.0,113.26,0.48,16,0.0,8,0.0,7,0.0,1,0.0,50.0,0.0,2022-03-01,GM,-
359,-30,LeoM,IT,1404.33,7.59,1573.24,3.55,56.31,-1.35,60,6.0,34,4.0,26,2.0,0,0.0,56.67,1.11,2025-02-04,-,214.0
-,-,Dr.Ampelmann,-,1404.07,-2.13,1634.93,0.0,76.95,0.71,36,0.0,22,0.0,14,0.0,0,0.0,61.11,0.0,2023-11-15,-,-
360,2,Gerti,-,1402.6,29.17,1644.04,3.02,80.48,-8.72,26,6.0,16,3.0,9,2.0,1,1.0,61.54,-3.46,2025-01-30,-,653.0
361,103,brunoerwin,-,1401.67,94.36,1687.72,65.8,95.35,-9.52,21,3.0,13,3.0,7,0.0,1,0.0,61.9,6.34,2025-02-01,P,126.0
362,-49,Gabriele,IT,1401.07,-6.98,1508.35,-8.8,35.76,-0.61,157,12.0,84,4.0,73,8.0,0,0.0,53.5,-1.67,2025-02-17,-,357.0
363,16,Spoobill,-,1400.6,40.61,1662.18,3.15,87.19,-12.49,28,6.0,17,4.0,11,2.0,0,0.0,60.71,1.62,2025-01-28,-,223.0
-,-,Vortex1612,-,1399.38,-1.81,1673.11,0.0,91.24,0.6,26,0.0,12,0.0,14,0.0,0,0.0,46.15,0.0,2023-05-14,-,1279.0
364,-56,Tomtomparking,FR,1399.32,-11.27,1504.99,-11.32,35.22,-0.02,164,12.0,75,6.0,88,6.0,1,0.0,45.73,0.34,2025-02-16,-,294.0
365,-42,Jans,PL,1398.99,-1.68,1690.65,0.0,97.22,0.56,20,0.0,12,0.0,8,0.0,0,0.0,60.0,0.0,2024-07-01,-,566.0
366,-36,AndriiN,DE,1398.66,3.28,1554.09,-12.27,51.81,-5.18,74,13.0,44,5.0,30,8.0,0,0.0,59.46,-4.47,2025-02-12,-,533.0
367,224,FenPlays,RU,1397.73,168.49,1600.78,120.31,67.68,-16.06,32,13.0,19,10.0,13,3.0,0,0.0,59.38,12.01,2025-02-17,-,650.0
368,-50,Naval,-,1397.66,-6.86,1676.82,-38.79,93.05,-10.65,20,5.0,14,3.0,6,2.0,0,0.0,70.0,-3.33,2025-02-04,-,608.0
-,-,rdztfidh,-,1397.11,-1.61,1701.65,0.0,101.51,0.54,22,0.0,13,0.0,9,0.0,0,0.0,59.09,0.0,2023-12-01,-,1036.0
369,-45,Runawaaayyy,CH,1396.99,-2.23,1617.97,0.0,73.66,0.74,42,0.0,24,0.0,18,0.0,0,0.0,57.14,0.0,2024-04-04,G,646.0
370,-42,Noa1,-,1395.52,-1.43,1738.84,0.0,114.44,0.48,14,0.0,11,0.0,3,0.0,0,0.0,78.57,0.0,2024-10-31,-,1025.0
371,-52,barda,PT,1393.94,-9.49,1585.17,-50.72,63.74,-13.74,41,13.0,20,4.0,20,8.0,1,1.0,48.78,-8.36,2025-02-12,-,266.0
372,-38,HealingAura,-,1393.89,3.84,1730.87,-25.02,112.33,-9.62,12,3.0,7,2.0,5,1.0,0,0.0,58.33,2.77,2025-01-30,-,525.0
373,132,Hisbossness,-,1393.56,111.86,1606.59,57.0,71.01,-18.29,33,12.0,21,9.0,12,3.0,0,0.0,63.64,6.5,2025-02-12,-,329.0
374,-13,danilius,IT,1393.42,19.52,1664.79,-10.16,90.46,-9.89,22,5.0,13,3.0,8,2.0,1,0.0,59.09,0.27,2025-01-29,P,283.0
375,-4,PyBel,ES,1392.83,27.98,1644.98,10.79,84.05,-5.73,33,6.0,21,5.0,12,1.0,0,0.0,63.64,4.38,2025-02-03,G,820.0
376,-30,Kejml,CZ,1391.93,9.88,1544.63,-3.57,50.9,-4.48,70,12.0,36,5.0,33,6.0,1,1.0,51.43,-2.02,2025-02-04,G,268.0
377,-67,Arinmir,DE,1391.55,-17.57,1648.48,-32.79,85.64,-5.07,24,3.0,12,1.0,12,2.0,0,0.0,50.0,-2.38,2025-02-03,G,481.0
378,149,Borgmo,DE,1390.14,121.85,1693.73,51.07,101.2,-23.59,18,6.0,12,5.0,6,1.0,0,0.0,66.67,8.34,2025-02-09,G,311.0
379,68,gaitimes,-,1389.07,72.77,1659.59,-2.22,90.18,-25.0,21,7.0,15,4.0,6,3.0,0,0.0,71.43,-7.14,2025-02-15,-,1184.0
380,8,Arkadiussus,PL,1388.78,34.98,1523.99,26.76,45.07,-2.74,91,13.0,43,8.0,47,5.0,1,0.0,47.25,2.38,2025-02-17,-,362.0
381,-50,daices,US,1388.72,-4.88,1550.06,-9.07,53.78,-1.4,70,6.0,36,3.0,34,3.0,0,0.0,51.43,-0.13,2025-02-08,G,203.0
382,-61,Daemon3142,GB,1388.61,-12.8,1520.65,-20.85,44.01,-2.68,100,13.0,45,5.0,54,8.0,1,0.0,45.0,-0.98,2025-02-19,-,356.0
383,80,Daniii,-,1387.91,80.36,1580.47,41.87,64.19,-12.83,41,12.0,22,7.0,19,5.0,0,0.0,53.66,1.94,2025-02-11,G,212.0
384,56,Cresspahl,US,1387.65,68.62,1587.85,19.39,66.73,-16.41,34,12.0,20,8.0,14,4.0,0,0.0,58.82,4.27,2025-02-10,-,653.0
385,-40,DonRaphon,-,1387.61,5.54,1520.38,0.46,44.26,-1.69,82,10.0,38,5.0,43,5.0,1,0.0,46.34,0.51,2025-02-17,-,331.0
386,new,Lander90,BE,1387.56,937.56,1719.63,219.63,110.69,110.69,12,12.0,10,10.0,2,2.0,0,0.0,83.33,83.33,2025-02-16,-,1241.0
387,16,sillysheep,HK,1387.47,42.1,1579.76,31.14,64.1,-3.65,46,6.0,25,5.0,21,1.0,0,0.0,54.35,4.35,2025-01-27,G,436.0
388,-51,Pirigin,-,1387.39,-1.6,1694.06,0.0,102.23,0.53,21,0.0,13,0.0,6,0.0,2,0.0,61.9,0.0,2024-04-04,-,858.0
389,18,Jiffy,HK,1386.89,48.85,1663.97,-1.16,92.36,-16.67,18,6.0,14,4.0,4,2.0,0,0.0,77.78,-5.55,2025-01-31,-,984.0
390,-23,Quokka,FR,1386.59,16.1,1515.21,10.4,42.87,-1.9,104,11.0,52,6.0,51,5.0,1,0.0,50.0,0.54,2025-02-17,-,613.0
391,-53,Traumatan,DE,1386.54,-1.79,1661.21,0.0,91.56,0.6,24,0.0,14,0.0,9,0.0,1,0.0,58.33,0.0,2024-07-01,-,660.0
392,-17,Bookhouseboy,NO,1386.37,23.04,1512.47,23.93,42.03,0.3,102,6.0,50,6.0,51,0.0,1,0.0,49.02,3.19,2025-01-31,-,468.0
393,-60,Rasputin,-,1386.24,-4.43,1498.04,-6.53,37.27,-0.7,137,13.0,62,4.0,75,9.0,0,0.0,45.26,-1.51,2025-02-15,-,321.0
-,-,Ktung,-,1386.0,-1.03,1860.11,0.0,158.04,0.34,6,0.0,5,0.0,1,0.0,0,0.0,83.33,0.0,2023-04-16,M,-
394,-54,SaMatra,-,1385.52,-1.25,1776.24,0.0,130.24,0.42,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2024-04-04,-,777.0
-,-,lukaszt,-,1385.13,-1.9,1644.91,0.0,86.59,0.63,28,0.0,15,0.0,13,0.0,0,0.0,53.57,0.0,2023-10-22,M,-
395,-42,Slavica,HR,1384.66,7.68,1583.46,-15.01,66.27,-7.57,42,11.0,23,7.0,18,4.0,1,0.0,54.76,3.15,2025-02-12,-,548.0
-,-,MarryMeVlaada,-,1383.92,-1.3,1761.46,0.0,125.85,0.43,13,0.0,11,0.0,2,0.0,0,0.0,84.62,0.0,2023-12-03,-,1343.0
396,new,FCKAFD,-,1383.87,933.87,1831.28,331.28,149.14,149.14,6,6.0,6,6.0,0,0.0,0,0.0,100.0,100.0,2025-02-08,-,1343.0
397,-56,Scottrick,-,1383.86,-1.47,1717.35,0.0,111.17,0.49,14,0.0,10,0.0,4,0.0,0,0.0,71.43,0.0,2024-07-15,-,391.0
398,-50,DB.Starman,-,1383.11,2.03,1572.41,-1.85,63.1,-1.3,42,3.0,18,2.0,23,1.0,1,0.0,42.86,1.83,2025-02-01,P,165.0
399,-23,Borman,-,1382.92,20.62,1623.11,-7.04,80.06,-9.22,28,6.0,17,3.0,10,2.0,1,1.0,60.71,-2.93,2025-02-03,-,552.0
400,85,danebed,IT,1382.19,85.8,1668.29,36.37,95.36,-16.47,22,6.0,13,5.0,9,1.0,0,0.0,59.09,9.09,2025-02-05,P,293.0
401,new,vagrantil,-,1381.4,931.4,1696.81,196.81,105.14,105.14,13,13.0,11,11.0,2,2.0,0,0.0,84.62,84.62,2025-02-13,-,1241.0
402,-59,Black8,-,1381.25,-1.39,1732.95,0.0,117.23,0.46,15,0.0,9,0.0,6,0.0,0,0.0,60.0,0.0,2024-04-04,-,885.0
403,-64,CloneFish,NL,1380.61,-6.91,1492.08,-8.76,37.16,-0.62,135,12.0,65,6.0,69,6.0,1,0.0,48.15,0.18,2025-02-10,-,290.0
-,-,Zulda,-,1380.53,-1.26,1770.13,0.0,129.87,0.42,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2022-02-01,M,-
-,-,soonwoo,-,1380.16,-1.58,1689.47,0.0,103.1,0.53,15,0.0,11,0.0,3,0.0,1,0.0,73.33,0.0,2023-10-09,-,-
404,107,Pule,-,1379.59,100.7,1572.59,64.37,64.33,-12.11,42,12.0,21,9.0,21,3.0,0,0.0,50.0,10.0,2025-02-13,-,286.0
405,116,Voidray,-,1378.66,108.22,1682.84,24.72,101.39,-27.84,15,6.0,9,4.0,6,2.0,0,0.0,60.0,4.44,2025-02-02,-,660.0
406,-57,SergioCamp,-,1378.6,-1.29,1759.93,0.0,127.11,0.43,10,0.0,6,0.0,4,0.0,0,0.0,60.0,0.0,2024-07-15,-,481.0
-,-,Drikhen,-,1377.62,-1.13,1809.99,0.0,144.12,0.38,9,0.0,7,0.0,2,0.0,0,0.0,77.78,0.0,2023-04-16,-,-
407,-56,Rasmulde,-,1376.3,-1.3,1752.25,0.0,125.31,0.43,9,0.0,7,0.0,2,0.0,0,0.0,77.78,0.0,2024-07-01,P,429.0
-,-,Alnur,-,1375.75,-1.26,1763.48,0.0,129.24,0.42,10,0.0,7,0.0,3,0.0,0,0.0,70.0,0.0,2023-05-14,-,-
408,-38,maciek,PL,1375.14,8.13,1484.61,6.79,36.49,-0.45,142,12.0,66,8.0,75,4.0,1,0.0,46.48,1.86,2025-02-13,-,290.0
409,unretired,M-L-E,GR,1374.59,214.31,1677.84,142.47,101.08,-23.94,18,6.0,12,6.0,6,0.0,0,0.0,66.67,16.67,2025-01-29,-,508.0
410,-10,MarekP,CZ,1374.36,26.08,1541.27,5.29,55.64,-6.93,62,12.0,30,6.0,32,6.0,0,0.0,48.39,0.39,2025-02-18,G,375.0
411,-24,matst379,SE,1374.29,19.29,1496.03,15.25,40.58,-1.35,119,13.0,71,10.0,48,3.0,0,0.0,59.66,2.11,2025-02-12,-,347.0
412,-55,gigilamoroso,-,1374.09,-1.81,1649.98,0.0,91.97,0.6,25,0.0,13,0.0,12,0.0,0,0.0,52.0,0.0,2024-07-01,-,594.0
413,-54,TBC,-,1373.95,-1.45,1711.68,0.0,112.58,0.48,15,0.0,11,0.0,3,0.0,1,0.0,73.33,0.0,2024-08-11,-,804.0
414,-56,CPC_CHAIRMAN,-,1373.8,-1.8,1646.27,0.0,90.82,0.6,23,0.0,12,0.0,11,0.0,0,0.0,52.17,0.0,2024-07-15,-,311.0
-,-,lppl,-,1372.47,-1.48,1703.96,0.0,110.5,0.49,18,0.0,10,0.0,7,0.0,1,0.0,55.56,0.0,2023-03-01,-,1060.0
415,-73,KEIL,PL,1371.45,-12.74,1501.81,-11.35,43.45,0.46,97,4.0,45,2.0,52,2.0,0,0.0,46.39,0.15,2025-02-04,-,363.0
-,-,Covfefe,US,1371.11,-1.67,1663.91,0.0,97.6,0.56,24,0.0,7,0.0,15,0.0,2,0.0,29.17,0.0,2023-11-15,GM,-
416,-19,Kaczas,PL,1370.94,21.25,1500.59,12.85,43.22,-2.8,99,13.0,45,7.0,54,6.0,0,0.0,45.45,1.26,2025-02-18,-,607.0
417,-6,Darek79,-,1370.51,34.32,1589.27,20.12,72.92,-4.73,35,5.0,20,4.0,15,1.0,0,0.0,57.14,3.81,2025-01-31,-,491.0
418,-92,Ilidur,-,1369.87,-28.98,1628.31,-64.11,86.15,-11.71,26,6.0,16,2.0,10,4.0,0,0.0,61.54,-8.46,2025-02-01,-,678.0
419,-53,NicolBolas,-,1369.62,-1.48,1699.68,0.0,110.02,0.49,13,0.0,10,0.0,3,0.0,0,0.0,76.92,0.0,2024-10-31,-,992.0
420,new,AdumbusPrime,-,1368.83,918.83,1702.51,202.51,111.23,111.23,13,13.0,10,10.0,3,3.0,0,0.0,76.92,76.92,2025-02-11,-,-
421,-106,Attrill20,GB,1368.72,-39.04,1499.67,-42.81,43.65,-1.26,102,10.0,44,2.0,56,8.0,2,0.0,43.14,-2.51,2025-02-12,-,227.0
422,263,nanoprince,-,1367.9,188.74,1637.57,34.08,89.89,-51.55,20,13.0,15,9.0,4,3.0,1,1.0,75.0,-10.71,2025-02-23,-,1208.0
423,new,Momomillion,-,1366.65,916.65,1705.77,205.77,113.04,113.04,13,13.0,7,7.0,5,5.0,1,1.0,53.85,53.85,2025-02-13,-,799.0
424,-16,RoxasVen,-,1365.69,27.68,1622.12,-2.91,85.48,-10.19,28,6.0,17,4.0,11,2.0,0,0.0,60.71,1.62,2025-01-31,G,206.0
425,-56,Stobek,-,1365.46,-1.71,1653.54,0.0,96.03,0.57,24,0.0,13,0.0,11,0.0,0,0.0,54.17,0.0,2024-04-04,-,623.0
-,-,TrilceAC,ES,1365.33,-1.98,1612.93,0.0,82.53,0.66,33,0.0,11,0.0,22,0.0,0,0.0,33.33,0.0,2023-11-15,P,552.0
426,-14,justinkejs,-,1365.02,29.29,1521.6,25.15,52.2,-1.38,66,6.0,30,5.0,35,1.0,1,0.0,45.45,3.78,2025-02-07,G,989.0
427,314,mrcy,-,1363.07,223.87,1721.39,96.88,119.44,-42.33,12,6.0,9,5.0,3,1.0,0,0.0,75.0,8.33,2025-01-27,-,885.0
428,-60,Rockoccodrillo,-,1363.02,-7.34,1521.87,-11.93,52.95,-1.53,70,6.0,39,3.0,31,3.0,0,0.0,55.71,-0.54,2025-02-02,-,545.0
429,-85,Csannerud,NO,1361.99,-20.32,1474.6,-22.53,37.54,-0.73,130,13.0,69,5.0,58,8.0,3,0.0,53.08,-1.62,2025-02-15,-,296.0
-,-,dougthonus,US,1360.25,-2.4,1565.21,0.0,68.32,0.8,43,0.0,21,0.0,21,0.0,1,0.0,48.84,0.0,2023-11-15,G,251.0
430,-58,Sergeeeee,-,1360.0,-4.73,1510.37,-8.56,50.12,-1.27,69,6.0,32,3.0,37,3.0,0,0.0,46.38,0.35,2025-01-27,G,334.0
431,-32,Xsn,-,1359.65,11.2,1636.98,-52.69,92.44,-21.3,26,10.0,20,7.0,6,3.0,0,0.0,76.92,-4.33,2025-02-17,-,515.0
432,-31,Boardello,GB,1359.17,12.05,1479.51,7.82,40.11,-1.41,115,12.0,55,7.0,59,5.0,1,0.0,47.83,1.23,2025-02-15,-,360.0
433,-43,sergraim,-,1358.89,5.84,1489.74,5.26,43.62,-0.19,115,6.0,40,4.0,73,2.0,2,0.0,34.78,1.75,2025-02-04,-,387.0
434,-57,Charcutero,-,1358.16,-3.33,1506.93,0.0,49.59,1.11,78,0.0,37,0.0,39,0.0,2,0.0,47.44,0.0,2024-10-31,-,548.0
435,-11,borz.zrob,HU,1357.59,28.68,1616.01,11.83,86.14,-5.62,26,3.0,13,2.0,13,1.0,0,0.0,50.0,2.17,2025-01-27,P,145.0
436,133,taltal,-,1356.87,116.17,1561.14,68.51,68.09,-15.89,38,13.0,23,11.0,15,2.0,0,0.0,60.53,12.53,2025-02-18,-,734.0
437,unretired,jaggl,-,1356.01,161.42,1664.89,3.54,102.96,-52.63,15,7.0,9,4.0,6,3.0,0,0.0,60.0,-2.5,2025-02-10,P,1241.0
438,-2,joniboni,-,1355.66,33.7,1588.48,-15.66,77.61,-16.45,29,7.0,17,3.0,12,4.0,0,0.0,58.62,-5.02,2025-02-15,-,694.0
439,-56,layze23,US,1354.92,-2.94,1523.03,0.0,56.04,0.98,63,0.0,37,0.0,26,0.0,0,0.0,58.73,0.0,2024-04-04,-,703.0
440,-54,zhenshide,-,1354.83,-1.03,1829.96,0.0,158.38,0.34,7,0.0,7,0.0,0,0.0,0,0.0,100.0,0.0,2024-09-01,-,1211.0
441,-52,tronnemann,NO,1354.69,1.3,1494.59,-8.51,46.63,-3.27,92,13.0,40,7.0,50,6.0,2,0.0,43.48,1.71,2025-02-11,-,278.0
442,-57,KindFortress,-,1354.06,-2.31,1566.76,0.0,70.9,0.77,37,0.0,20,0.0,17,0.0,0,0.0,54.05,0.0,2024-08-11,-,355.0
443,-88,Imiter,PL,1353.77,-22.64,1498.6,-34.05,48.27,-3.8,75,13.0,27,3.0,48,10.0,0,0.0,36.0,-2.71,2025-02-14,-,433.0
444,122,t0mk0t,-,1353.71,110.58,1685.43,10.04,110.57,-33.51,12,6.0,7,4.0,4,2.0,1,0.0,58.33,8.33,2025-01-28,-,509.0
445,20,dim,-,1352.0,44.69,1568.17,-14.42,72.06,-19.7,33,13.0,19,6.0,14,7.0,0,0.0,57.58,-7.42,2025-02-13,-,653.0
446,35,Ricicle,-,1351.91,53.38,1621.09,12.89,89.73,-13.5,25,6.0,14,4.0,11,2.0,0,0.0,56.0,3.37,2025-02-01,P,316.0
447,-13,Loveschack,DK,1351.64,27.77,1554.29,-20.43,67.55,-16.07,37,13.0,19,5.0,18,8.0,0,0.0,51.35,-6.98,2025-02-17,-,234.0
448,62,Peperinni,-,1350.92,71.36,1582.71,47.28,77.26,-8.03,29,5.0,18,4.0,11,1.0,0,0.0,62.07,3.74,2025-02-02,-,1343.0
449,249,AdiQue,-,1350.51,182.11,1687.5,70.23,112.33,-37.29,12,6.0,8,5.0,4,1.0,0,0.0,66.67,16.67,2025-01-30,P,228.0
450,-70,Kelern,-,1350.22,-8.98,1460.52,-9.18,36.77,-0.06,149,11.0,63,5.0,84,6.0,2,0.0,42.28,0.25,2025-02-16,-,462.0
-,-,nauxuyuh,-,1350.16,-1.26,1738.2,0.0,129.35,0.42,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2022-02-01,-,-
451,-69,Melon6688,CA,1349.6,-8.73,1470.59,-6.06,40.33,0.89,120,3.0,63,1.0,54,2.0,3,0.0,52.5,-0.49,2024-12-15,-,334.0
452,-36,Evron,-,1348.18,16.25,1537.98,1.32,63.27,-4.97,46,6.0,27,3.0,19,3.0,0,0.0,58.7,-1.3,2025-02-12,-,542.0
-,-,leverid,-,1347.64,-1.24,1743.76,0.0,132.04,0.41,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2022-02-01,-,-
453,56,ABQ,HR,1347.56,67.41,1609.86,35.44,87.43,-10.66,24,6.0,14,5.0,10,1.0,0,0.0,58.33,8.33,2025-02-01,G,220.0
454,-58,Puren94,-,1347.41,-2.74,1526.9,0.0,59.83,0.91,51,0.0,26,0.0,25,0.0,0,0.0,50.98,0.0,2024-04-04,-,820.0
455,new,zoldaria,-,1347.4,897.4,1802.54,302.54,151.71,151.71,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-27,-,-
456,-54,Desgenais,CZ,1347.29,0.9,1535.24,-7.19,62.65,-2.7,41,5.0,24,3.0,16,2.0,1,0.0,58.54,0.21,2025-02-01,-,281.0
457,111,Enas,-,1346.65,104.82,1553.45,50.02,68.93,-18.27,33,13.0,17,7.0,16,6.0,0,0.0,51.52,1.52,2025-02-14,-,707.0
458,61,maumastoks,LT,1346.61,74.92,1569.28,54.83,74.22,-6.69,36,6.0,19,5.0,16,1.0,1,0.0,52.78,6.11,2025-01-30,G,481.0
459,149,Radvan,SK,1345.94,123.64,1669.57,41.86,107.88,-27.26,14,6.0,9,4.0,5,2.0,0,0.0,64.29,1.79,2025-01-26,-,247.0
460,13,Wennejoekel,NL,1344.08,41.57,1571.61,-15.31,75.84,-18.96,34,13.0,22,9.0,12,4.0,0,0.0,64.71,2.81,2025-02-12,G,430.0
461,-70,Largos,-,1343.27,-9.03,1472.87,-15.13,43.2,-2.03,97,12.0,48,6.0,49,6.0,0,0.0,49.48,0.07,2025-02-24,-,409.0
462,-70,hypodg,IT,1343.06,-8.69,1533.69,-48.22,63.54,-13.18,45,13.0,22,4.0,23,9.0,0,0.0,48.89,-7.36,2025-02-18,-,288.0
463,-58,Maciej,-,1341.81,-2.1,1576.03,0.0,78.07,0.7,33,0.0,24,0.0,9,0.0,0,0.0,72.73,0.0,2024-04-04,-,820.0
464,-58,Nucrus,-,1341.45,-1.27,1727.06,0.0,128.54,0.42,11,0.0,7,0.0,4,0.0,0,0.0,63.64,0.0,2024-07-01,-,566.0
-,-,homura,-,1339.5,-1.16,1760.01,0.0,140.17,0.39,9,0.0,7,0.0,2,0.0,0,0.0,77.78,0.0,2023-04-16,-,-
-,-,Luckcats,FR,1339.18,-1.19,1751.65,0.0,137.49,0.4,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2023-08-18,-,-
465,-84,Bergen,NO,1338.2,-20.43,1451.66,-22.92,37.82,-0.83,129,12.0,55,2.0,71,8.0,3,2.0,42.64,-2.66,2025-02-10,G,494.0
466,-28,Xterm,-,1337.8,18.0,1605.43,0.35,89.21,-5.88,26,3.0,14,2.0,12,1.0,0,0.0,53.85,1.68,2025-02-03,G,187.0
467,4,Spriteule,DE,1337.54,34.47,1555.21,15.12,72.56,-6.45,34,6.0,17,4.0,17,2.0,0,0.0,50.0,3.57,2025-02-02,-,799.0
468,-40,aivin,PL,1337.2,9.45,1491.94,-8.86,51.58,-6.1,66,13.0,33,5.0,33,8.0,0,0.0,50.0,-2.83,2025-02-10,-,407.0
469,165,M.T,-,1337.2,135.18,1577.83,41.93,80.21,-31.08,27,13.0,19,10.0,8,3.0,0,0.0,70.37,6.08,2025-02-20,-,769.0
470,31,Noash,US,1335.22,50.01,1527.36,15.83,64.05,-11.39,45,11.0,26,6.0,19,5.0,0,0.0,57.78,-1.04,2025-02-12,-,433.0
471,70,Michal_Kossakowski,-,1335.17,74.48,1560.94,22.83,75.26,-17.21,32,12.0,20,8.0,11,3.0,1,1.0,62.5,2.5,2025-02-12,-,760.0
472,-62,Alvin1912,-,1334.63,-1.58,1644.77,0.0,103.38,0.53,17,0.0,9,0.0,8,0.0,0,0.0,52.94,0.0,2024-07-15,P,190.0
473,-24,MoonlitShadow,-,1334.4,19.97,1536.79,-27.7,67.46,-15.89,32,12.0,13,4.0,17,7.0,2,1.0,40.62,-4.38,2025-02-21,-,248.0
474,133,TribunX,DE,1334.14,111.79,1522.82,75.45,62.89,-12.11,44,13.0,22,10.0,22,3.0,0,0.0,50.0,11.29,2025-02-15,-,239.0
475,39,gabev,-,1333.47,60.08,1545.02,33.85,70.52,-8.74,33,7.0,19,6.0,14,1.0,0,0.0,57.58,7.58,2025-02-17,-,457.0
-,-,Giga,IT,1333.38,-1.2,1740.06,0.0,135.56,0.4,10,0.0,7,0.0,3,0.0,0,0.0,70.0,0.0,2023-03-01,G,732.0
476,-41,pdx,-,1332.87,9.83,1483.5,-4.93,50.21,-4.92,65,13.0,37,8.0,28,5.0,0,0.0,56.92,1.15,2025-02-26,-,557.0
477,-47,petrau77,FI,1332.23,5.03,1445.55,2.88,37.78,-0.72,130,12.0,60,5.0,68,7.0,2,0.0,46.15,-0.46,2025-02-13,P,359.0
478,new,EnozamaIV,DE,1332.05,882.05,1679.42,179.42,115.79,115.79,12,12.0,9,9.0,2,2.0,1,1.0,75.0,75.0,2025-02-16,-,-
479,-62,Lammoth,DE,1331.91,0.06,1442.99,-2.33,37.03,-0.8,130,12.0,59,6.0,69,6.0,2,0.0,45.38,0.46,2025-02-12,-,319.0
480,-65,CrushU,-,1330.7,-1.71,1617.74,0.0,95.68,0.57,19,0.0,12,0.0,7,0.0,0,0.0,63.16,0.0,2024-08-11,G,760.0
481,-63,aoe2champ,-,1330.61,-1.19,1741.44,0.0,136.94,0.4,9,0.0,7,0.0,2,0.0,0,0.0,77.78,0.0,2024-04-04,-,820.0
482,-61,Psynergist,-,1330.37,-1.11,1771.79,0.0,147.14,0.37,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2024-04-04,-,744.0
483,13,AxelKlaar,-,1330.05,40.95,1660.35,2.81,110.1,-12.71,15,3.0,10,2.0,5,1.0,0,0.0,66.67,0.0,2025-01-29,-,566.0
-,-,Hunty93,US,1329.9,-1.27,1716.26,0.0,128.79,0.42,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2022-02-01,M,-
484,new,Malakesh,DE,1329.13,879.13,1686.39,186.39,119.08,119.08,12,12.0,9,9.0,3,3.0,0,0.0,75.0,75.0,2025-02-11,-,-
485,-66,ssacz,PL,1328.67,-3.06,1489.63,0.0,53.65,1.02,68,0.0,37,0.0,31,0.0,0,0.0,54.41,0.0,2024-04-14,-,924.0
486,new,daggsea,-,1328.29,878.29,1794.02,294.02,155.24,155.24,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-01-29,-,-
487,-65,Ioannis3,GR,1328.11,-2.24,1439.22,-3.0,37.04,-0.25,145,11.0,56,3.0,87,8.0,2,0.0,38.62,-0.93,2025-02-18,-,324.0
488,-57,Ratsia,-,1327.87,1.04,1546.13,-17.06,72.75,-6.03,35,5.0,19,2.0,15,3.0,1,0.0,54.29,-2.38,2025-01-26,-,1025.0
489,-64,HentaiLover69,US,1327.0,-1.47,1659.93,0.0,110.97,0.49,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2024-07-15,-,269.0
490,-57,migoet,BE,1326.5,2.0,1439.0,-0.62,37.5,-0.87,135,13.0,60,7.0,75,6.0,0,0.0,44.44,1.0,2025-02-13,-,295.0
491,-59,Masterchief,-,1326.48,1.24,1544.14,-48.62,72.55,-16.62,31,12.0,17,5.0,14,7.0,0,0.0,54.84,-8.32,2025-02-11,-,544.0
492,-63,Serena,-,1326.17,-1.51,1527.42,-43.77,67.08,-14.09,36,13.0,18,5.0,18,8.0,0,0.0,50.0,-6.52,2025-02-28,-,352.0
-,-,laozhang,-,1326.11,-2.52,1522.01,0.0,65.3,0.84,45,0.0,16,0.0,27,0.0,2,0.0,35.56,0.0,2023-11-15,G,-
493,-45,riccccc,-,1326.04,11.1,1578.01,-24.74,83.99,-11.95,27,6.0,14,3.0,13,3.0,0,0.0,51.85,-0.53,2025-01-31,G,507.0
494,new,Rackare,-,1325.57,875.57,1765.81,265.81,146.75,146.75,6,6.0,5,5.0,1,1.0,0,0.0,83.33,83.33,2025-02-01,-,-
495,92,Buiz,DK,1325.54,94.98,1533.44,49.05,69.3,-15.31,39,13.0,22,8.0,17,5.0,0,0.0,56.41,2.56,2025-02-21,-,580.0
-,-,Fanti,-,1324.06,-1.96,1574.59,0.0,83.51,0.65,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2023-11-07,-,-
