Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title
-,-,snowcrush,1241.18,-2.89,1416.9,0.0,58.57,0.96,72,0.0,31,0.0,41,0.0,0,0.0,43.06,0.0,2022-09-04,-
-,-,yojimbo79,1241.13,-2.47,1440.02,0.0,66.3,0.82,48,0.0,26,0.0,22,0.0,0,0.0,54.17,0.0,2022-09-04,-
-,-,SayNoToGreen,1240.87,-2.08,1477.59,0.0,78.9,0.69,36,0.0,19,0.0,17,0.0,0,0.0,52.78,0.0,2021-06-02,-
-,-,Bummelmuhkuh,1240.61,-1.27,1624.62,0.0,128.0,0.42,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2021-03-02,-
1015,5,Jiffy,1240.34,46.04,1493.91,2.15,84.52,-14.63,21,6.0,10,2.0,11,4.0,0,0.0,47.62,-5.71,2025-01-10,-
-,-,Massi1971,1239.76,-2.17,1468.78,0.0,76.34,0.72,48,0.0,21,0.0,27,0.0,0,0.0,43.75,0.0,2021-03-02,-
-,-,Manish05,1239.2,-2.48,1441.82,0.0,67.54,0.83,72,0.0,34,0.0,37,0.0,1,0.0,47.22,0.0,2021-03-02,-
1016,-105,Caracalla,1239.09,-4.26,1359.93,0.0,40.28,1.42,129,0.0,50,0.0,78,0.0,1,0.0,38.76,0.0,2024-11-11,-
1017,-100,Alfonsillo,1239.07,-2.01,1482.63,0.0,81.19,0.67,27,0.0,9,0.0,16,0.0,2,0.0,33.33,0.0,2024-11-17,-
-,-,jacksonray,1238.96,-1.43,1588.91,0.0,116.65,0.48,24,0.0,8,0.0,15,0.0,1,0.0,33.33,0.0,2023-03-01,-
1018,-109,karatox,1238.89,-4.79,1347.66,0.0,36.26,1.6,198,0.0,81,0.0,114,0.0,3,0.0,40.91,0.0,2024-10-01,-
-,-,Crazybastard77,1238.48,-1.3,1616.08,0.0,125.87,0.43,12,0.0,6,0.0,5,0.0,1,0.0,50.0,0.0,2020-09-27,-
1019,-211,humanmoves,1238.22,-50.29,1458.62,-86.43,73.47,-12.05,30,9.0,13,1.0,17,8.0,0,0.0,43.33,-13.81,2025-01-16,-
-,-,RolldUpTrips,1238.21,-1.98,1485.95,0.0,82.58,0.66,48,0.0,25,0.0,23,0.0,0,0.0,52.08,0.0,2019-05-19,-
-,-,Bendor,1238.19,-2.61,1428.86,0.0,63.56,0.87,72,0.0,31,0.0,41,0.0,0,0.0,43.06,0.0,2021-09-05,-
1020,271,Twistor,1237.93,240.16,1571.53,126.96,111.2,-37.73,12,6.0,8,6.0,4,0.0,0,0.0,66.67,33.34,2025-01-19,-
-,-,Schmitztopher,1237.15,-2.0,1483.3,0.0,82.05,0.67,36,0.0,17,0.0,19,0.0,0,0.0,47.22,0.0,2020-06-28,-
1021,365,ginociccio,1237.12,374.21,1570.94,262.03,111.27,-37.39,12,6.0,8,6.0,4,0.0,0,0.0,66.67,33.34,2025-01-07,-
1022,-115,Jaja,1236.56,-7.38,1389.34,-11.89,50.93,-1.5,84,6.0,33,2.0,50,4.0,1,0.0,39.29,-0.45,2025-01-09,-
-,-,RooK666,1236.42,-1.36,1597.37,0.0,120.32,0.45,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2021-09-05,-
-,-,Paul.,1236.19,-1.45,1573.62,0.0,112.48,0.48,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2023-03-01,-
-,-,icarium_jag,1235.94,-2.74,1416.06,0.0,60.04,0.91,84,0.0,37,0.0,46,0.0,1,0.0,44.05,0.0,2021-12-05,-
-,-,laimas123,1235.65,-2.13,1467.36,0.0,77.24,0.71,48,0.0,22,0.0,26,0.0,0,0.0,45.83,0.0,2021-03-02,-
1023,-126,mahlerian_shadow,1235.46,-13.73,1378.14,-22.28,47.56,-2.85,75,9.0,31,3.0,43,6.0,1,0.0,41.33,-1.09,2025-01-15,-
1024,-98,rslyzc,1234.69,-1.66,1529.5,0.0,98.27,0.55,18,0.0,9,0.0,9,0.0,0,0.0,50.0,0.0,2024-04-04,-
-,-,Don_B,1234.37,-1.23,1633.49,0.0,133.04,0.41,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2021-06-02,-
1025,-43,EvgenyRazinkov,1234.08,24.59,1578.32,-53.43,114.75,-26.01,12,6.0,8,4.0,4,2.0,0,0.0,66.67,0.0,2025-01-11,-
-,-,fygarslayer,1233.9,-2.2,1456.21,0.0,74.1,0.73,48,0.0,21,0.0,27,0.0,0,0.0,43.75,0.0,2021-03-02,-
-,-,NillisLukins,1233.67,-1.66,1529.22,0.0,98.51,0.55,24,0.0,15,0.0,9,0.0,0,0.0,62.5,0.0,2020-06-28,-
1026,-55,luckrider,1233.54,19.87,1368.75,18.37,45.07,-0.5,99,9.0,33,3.0,63,5.0,3,1.0,33.33,0.0,2025-01-09,-
1027,-97,Scurvydraco,1232.92,-1.41,1581.09,0.0,116.06,0.47,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2024-04-04,-
-,-,wisteria,1232.86,-4.31,1356.75,0.0,41.3,1.44,168,0.0,64,0.0,98,0.0,6,0.0,38.1,0.0,2023-12-03,-
1028,-63,Bull3,1232.78,16.13,1544.78,-108.09,104.0,-41.41,12,6.0,6,1.0,6,5.0,0,0.0,50.0,-33.33,2025-01-20,-
-,-,Runje,1232.64,-1.63,1532.59,0.0,99.98,0.54,24,0.0,13,0.0,10,0.0,1,0.0,54.17,0.0,2020-12-06,-
1029,-250,Azerbaperro,1232.56,-71.95,1554.55,-199.24,107.33,-42.43,12,6.0,6,1.0,6,5.0,0,0.0,50.0,-33.33,2025-01-16,-
-,-,BTA,1232.05,-3.48,1375.61,0.0,47.85,1.16,129,0.0,44,0.0,84,0.0,1,0.0,34.11,0.0,2023-02-05,-
1030,-103,ClaridadNocturna,1231.79,-3.92,1334.98,-4.33,34.4,-0.14,195,12.0,67,3.0,128,9.0,0,0.0,34.36,-0.61,2025-01-24,-
1031,210,Tasku,1231.66,175.72,1560.24,84.25,109.53,-30.49,12,6.0,6,3.0,6,3.0,0,0.0,50.0,0.0,2025-01-21,-
-,-,piopapero,1231.09,-1.91,1486.98,0.0,85.3,0.64,36,0.0,19,0.0,17,0.0,0,0.0,52.78,0.0,2021-03-02,-
1032,new,JBloodski,1231.06,781.06,1559.05,59.05,109.33,109.33,12,12.0,6,6.0,6,6.0,0,0.0,50.0,50.0,2025-01-10,-
-,-,Izmar,1231.06,-1.4,1581.81,0.0,116.92,0.47,12,0.0,9,0.0,2,0.0,1,0.0,75.0,0.0,2021-06-02,-
1033,90,Mariac,1231.0,96.83,1656.55,-26.17,141.85,-41.0,6,3.0,3,1.0,3,2.0,0,0.0,50.0,-16.67,2024-12-15,-
1034,-47,Partyshank,1230.33,22.27,1333.71,18.59,34.46,-1.23,231,21.0,86,8.0,144,13.0,1,0.0,37.23,0.09,2025-01-20,-
1035,-13,Cyrus_j2s,1229.78,37.89,1355.2,35.63,41.81,-0.75,144,12.0,57,7.0,87,5.0,0,0.0,39.58,1.7,2025-01-17,-
-,-,josqvin,1229.78,-1.61,1534.84,0.0,101.69,0.54,24,0.0,15,0.0,9,0.0,0,0.0,62.5,0.0,2020-03-29,-
-,-,MGdesmadre,1229.65,-2.83,1403.76,0.0,58.03,0.94,96,0.0,45,0.0,51,0.0,0,0.0,46.88,0.0,2022-03-06,-
1036,-145,kwerra,1229.62,-21.6,1348.93,-24.01,39.77,-0.8,159,9.0,59,1.0,97,8.0,3,0.0,37.11,-1.56,2025-01-15,-
1037,-865,Xxyu,1229.54,-385.35,1457.37,-458.21,75.94,-24.29,42,21.0,24,4.0,18,17.0,0,0.0,57.14,-38.1,2025-01-28,-
1038,53,deandedean,1229.46,74.02,1545.55,-50.84,105.37,-41.62,12,6.0,6,2.0,6,4.0,0,0.0,50.0,-16.67,2025-01-12,-
-,-,norkle,1229.3,-2.98,1397.37,0.0,56.02,0.99,174,0.0,58,0.0,113,0.0,3,0.0,33.33,0.0,2021-06-02,-
1039,318,Rzheng4,1229.24,311.75,1547.81,173.83,106.19,-45.97,12,6.0,8,6.0,4,0.0,0,0.0,66.67,33.34,2025-01-14,-
1040,-118,backspace,1229.04,-9.67,1404.21,-13.38,58.39,-1.23,45,3.0,18,1.0,26,2.0,1,0.0,40.0,-0.48,2024-12-25,-
-,-,wicaksonoadi,1228.79,-1.86,1492.51,0.0,87.91,0.62,24,0.0,13,0.0,11,0.0,0,0.0,54.17,0.0,2021-06-02,-
-,-,venansula,1227.65,-3.85,1356.07,0.0,42.8,1.28,219,0.0,82,0.0,132,0.0,5,0.0,37.44,0.0,2023-12-03,-
1041,189,razorsedger,1227.22,165.24,1544.36,77.13,105.71,-29.37,12,6.0,8,5.0,4,1.0,0,0.0,66.67,16.67,2025-01-20,-
-,-,g.threepwood,1227.02,-2.32,1439.91,0.0,70.97,0.77,60,0.0,29,0.0,30,0.0,1,0.0,48.33,0.0,2021-06-02,-
-,-,Chul,1226.99,-2.52,1424.78,0.0,65.93,0.84,84,0.0,28,0.0,53,0.0,3,0.0,33.33,0.0,2020-12-06,-
-,-,Fler,1226.68,-1.54,1545.91,0.0,106.41,0.51,24,0.0,12,0.0,12,0.0,0,0.0,50.0,0.0,2020-09-27,-
1042,-314,Midyat,1226.41,-102.78,1446.24,-149.62,73.28,-15.61,30,9.0,11,0.0,19,9.0,0,0.0,36.67,-15.71,2025-01-08,-
1043,-104,Kwang202,1225.95,-3.59,1364.45,0.0,46.17,1.2,132,0.0,58,0.0,74,0.0,0,0.0,43.94,0.0,2024-06-16,-
1044,-17,monkeyml,1225.84,36.17,1368.62,22.92,47.6,-4.42,108,12.0,46,6.0,62,6.0,0,0.0,42.59,0.92,2025-02-03,-
-,-,Grandmaster_Max,1225.57,-1.92,1481.15,0.0,85.19,0.64,36,0.0,20,0.0,15,0.0,1,0.0,55.56,0.0,2020-12-06,-
1045,72,belowfox,1225.47,87.51,1581.66,-50.14,118.73,-45.88,12,6.0,6,2.0,6,4.0,0,0.0,50.0,-16.67,2025-01-16,-
1046,132,Dread_84,1225.03,133.93,1570.3,17.82,115.09,-38.7,12,6.0,6,2.0,6,4.0,0,0.0,50.0,-16.67,2025-01-09,-
1047,-258,Magnotta85,1224.85,-73.27,1669.74,-176.86,148.3,-34.53,6,3.0,4,1.0,2,2.0,0,0.0,66.67,-33.33,2024-12-27,-
1048,-93,SnowGolem,1224.8,3.63,1324.21,-1.74,33.14,-1.79,240,24.0,78,9.0,159,15.0,3,0.0,32.5,0.56,2025-01-21,-
1049,152,Alebv,1224.73,145.31,1549.15,54.21,108.14,-30.37,12,6.0,7,4.0,5,2.0,0,0.0,58.33,8.33,2025-01-18,-
-,-,KKluigi,1224.37,-3.93,1359.75,0.0,45.13,1.31,138,0.0,55,0.0,82,0.0,1,0.0,39.86,0.0,2023-12-03,-
-,-,JDN115,1224.18,-2.7,1409.84,0.0,61.88,0.9,54,0.0,21,0.0,33,0.0,0,0.0,38.89,0.0,2023-12-03,-
1050,-98,uday,1224.09,1.62,1376.31,-9.12,50.74,-3.58,66,9.0,26,5.0,39,4.0,1,0.0,39.39,2.55,2025-01-26,-
1051,-178,Kruch,1224.06,-35.92,1316.33,-36.89,30.76,-0.32,291,21.0,106,0.0,180,20.0,5,1.0,36.43,-2.83,2025-01-26,-
-,-,Splitx,1224.03,-1.83,1491.97,0.0,89.32,0.61,36,0.0,23,0.0,13,0.0,0,0.0,63.89,0.0,2021-03-02,-
1052,464,MadNut86,1223.73,773.73,1572.29,72.29,116.19,-233.81,12,9.0,7,6.0,5,3.0,0,0.0,58.33,25.0,2025-01-17,-
1053,-128,peppe76,1223.63,-13.33,1316.68,-14.36,31.02,-0.34,303,21.0,105,5.0,194,15.0,4,1.0,34.65,-0.81,2025-02-04,-
1054,-107,Loscy,1222.39,-1.46,1558.05,0.0,111.89,0.49,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2024-04-04,-
1055,85,Ankaru,1222.38,103.99,1455.12,69.55,77.58,-11.48,33,6.0,14,4.0,19,2.0,0,0.0,42.42,5.38,2025-01-15,-
1056,127,pandaczar,1221.88,135.2,1465.78,90.04,81.3,-15.05,24,6.0,12,5.0,12,1.0,0,0.0,50.0,11.11,2025-01-15,-
-,-,majortom111,1221.87,-3.41,1368.83,0.0,48.99,1.14,144,0.0,55,0.0,87,0.0,2,0.0,38.19,0.0,2023-03-01,-
-,-,Jaack,1221.32,-2.54,1416.88,0.0,65.19,0.85,60,0.0,29,0.0,29,0.0,2,0.0,48.33,0.0,2021-12-05,-
1057,150,ZwzwNzw,1220.8,145.3,1724.16,55.9,167.79,-29.8,6,3.0,6,3.0,0,0.0,0,0.0,100.0,0.0,2024-12-16,-
1058,-53,The_Law,1220.2,20.0,1321.28,18.91,33.69,-0.36,249,21.0,80,7.0,169,14.0,0,0.0,32.13,0.11,2025-01-22,-
1059,-108,Tukhachevsky,1220.08,-2.49,1418.72,0.0,66.21,0.83,36,0.0,14,0.0,22,0.0,0,0.0,38.89,0.0,2024-06-16,-
-,-,MinSane,1220.0,-1.8,1494.38,0.0,91.46,0.6,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2021-09-05,-
1060,-107,rstrack,1219.71,-2.21,1442.64,0.0,74.31,0.74,30,0.0,11,0.0,17,0.0,2,0.0,36.67,0.0,2024-11-29,-
-,-,Abby1991,1219.61,-1.85,1485.08,0.0,88.49,0.62,24,0.0,12,0.0,10,0.0,2,0.0,50.0,0.0,2022-03-06,-
-,-,scrambled,1219.38,-2.48,1417.05,0.0,65.89,0.83,72,0.0,37,0.0,35,0.0,0,0.0,51.39,0.0,2021-09-05,-
1061,29,Polldrake,1219.09,63.47,1436.05,31.58,72.32,-10.63,36,9.0,15,4.0,21,5.0,0,0.0,41.67,0.93,2025-01-13,-
-,-,Polysics,1218.66,-1.38,1573.24,0.0,118.19,0.46,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2020-12-06,-
-,-,P-Funk,1218.5,-2.49,1415.53,0.0,65.68,0.83,48,0.0,23,0.0,23,0.0,2,0.0,47.92,0.0,2022-09-04,-
1062,261,Nevadar,1218.43,258.66,1464.89,158.2,82.16,-33.49,24,12.0,12,8.0,12,4.0,0,0.0,50.0,16.67,2025-01-19,-
-,-,8bitMeeple,1218.42,-3.37,1369.31,0.0,50.3,1.12,126,0.0,55,0.0,71,0.0,0,0.0,43.65,0.0,2023-01-15,-
1063,-61,Bonneville22,1218.39,17.05,1380.97,2.88,54.2,-4.72,54,9.0,23,4.0,29,5.0,2,0.0,42.59,0.37,2025-01-23,-
1064,161,stanze,1218.2,154.63,1552.05,50.98,111.28,-34.55,12,6.0,8,5.0,4,1.0,0,0.0,66.67,16.67,2025-01-15,-
1065,261,KYO,1218.01,260.76,1507.54,137.44,96.51,-41.11,18,6.0,9,6.0,9,0.0,0,0.0,50.0,25.0,2025-01-21,-
-,-,joelo,1217.07,-1.91,1473.17,0.0,85.37,0.64,36,0.0,16,0.0,20,0.0,0,0.0,44.44,0.0,2020-12-06,-
-,-,Luitheone,1217.01,-2.49,1413.35,0.0,65.45,0.83,102,0.0,43,0.0,59,0.0,0,0.0,42.16,0.0,2020-06-28,-
1066,149,Otto_von_Bismarck,1216.66,147.6,1555.39,26.97,112.91,-40.21,12,6.0,7,4.0,5,2.0,0,0.0,58.33,8.33,2025-01-17,-
-,-,FeedmeHR,1216.65,-1.35,1579.2,0.0,120.85,0.45,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2020-06-28,-
-,-,PostupRed,1216.61,-2.5,1415.48,0.0,66.29,0.83,60,0.0,20,0.0,40,0.0,0,0.0,33.33,0.0,2021-09-05,-
1067,-109,TaoTeo,1215.42,-3.7,1319.88,-3.0,34.82,0.23,291,9.0,99,3.0,192,6.0,0,0.0,34.02,-0.02,2025-01-13,-
1068,-6,Medicus,1215.21,44.77,1437.32,28.16,74.04,-5.54,36,6.0,12,2.0,24,4.0,0,0.0,33.33,0.0,2025-01-13,-
-,-,Aftheiss,1215.16,-1.69,1505.9,0.0,96.91,0.56,18,0.0,7,0.0,11,0.0,0,0.0,38.89,0.0,2023-04-16,-
-,-,trojanrabbit,1215.03,-3.04,1377.98,0.0,54.32,1.01,84,0.0,39,0.0,45,0.0,0,0.0,46.43,0.0,2022-12-04,-
-,-,Stu12,1214.97,-1.55,1531.45,0.0,105.49,0.52,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2019-12-30,-
1069,441,quartersmostly,1214.86,764.86,1530.14,30.14,105.09,-244.91,12,9.0,6,3.0,6,6.0,0,0.0,50.0,-50.0,2025-01-15,-
1070,-108,Andreasp88,1214.84,-2.25,1432.63,0.0,72.6,0.75,36,0.0,14,0.0,22,0.0,0,0.0,38.89,0.0,2024-04-04,-
-,-,Djurre,1214.57,-1.88,1475.35,0.0,86.93,0.63,24,0.0,11,0.0,13,0.0,0,0.0,45.83,0.0,2022-03-06,-
1071,-83,Voidray,1214.54,8.05,1452.34,-21.77,79.27,-9.94,33,6.0,11,1.0,22,5.0,0,0.0,33.33,-3.71,2025-01-15,-
1072,-105,Onlineguy,1213.93,-2.31,1427.28,0.0,71.12,0.77,42,0.0,15,0.0,27,0.0,0,0.0,35.71,0.0,2024-07-01,-
-,-,Bushel,1213.93,-3.34,1365.16,0.0,50.41,1.11,114,0.0,45,0.0,68,0.0,1,0.0,39.47,0.0,2024-02-23,-
-,-,Lynnir,1213.43,-2.14,1443.56,0.0,76.71,0.71,36,0.0,19,0.0,17,0.0,0,0.0,52.78,0.0,2021-06-02,-
-,-,goldeneyeonline,1213.35,-3.28,1364.16,0.0,50.27,1.09,132,0.0,54,0.0,75,0.0,3,0.0,40.91,0.0,2022-12-04,-
1073,-73,RJonkers,1213.26,11.87,1341.02,6.91,42.59,-1.65,117,9.0,45,5.0,72,4.0,0,0.0,38.46,1.42,2025-01-21,-
-,-,kaiwanxiaola,1213.01,-2.03,1455.45,0.0,80.82,0.68,24,0.0,7,0.0,17,0.0,0,0.0,29.17,0.0,2023-04-16,-
-,-,TonyMc1961,1213.0,-2.12,1444.4,0.0,77.14,0.71,48,0.0,19,0.0,29,0.0,0,0.0,39.58,0.0,2020-12-06,-
-,-,Cope,1212.63,-2.02,1461.61,0.0,82.99,0.67,36,0.0,19,0.0,17,0.0,0,0.0,52.78,0.0,2021-03-02,-
1074,80,Vali1590,1212.22,101.38,1518.0,-11.04,101.92,-37.47,12,6.0,5,2.0,7,4.0,0,0.0,41.67,-8.33,2025-01-15,-
-,-,Klapaucjusz,1212.1,-1.13,1646.28,0.0,144.73,0.38,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2020-06-14,-
1075,278,donperizoma,1212.0,286.86,1540.83,171.06,109.61,-38.6,12,6.0,7,5.0,5,1.0,0,0.0,58.33,25.0,2025-01-20,-
1076,-103,Torneedo,1211.88,-1.69,1341.23,-4.88,43.12,-1.06,96,9.0,32,3.0,64,6.0,0,0.0,33.33,0.0,2025-01-12,-
1077,25,KingPerun,1211.31,62.53,1408.61,47.34,65.77,-5.06,39,6.0,20,4.0,19,2.0,0,0.0,51.28,2.8,2025-01-08,-
1078,96,A-Raw,1211.31,116.68,1538.72,7.07,109.14,-36.54,12,6.0,5,2.0,7,4.0,0,0.0,41.67,-8.33,2025-01-09,-
1079,-46,ThomasM,1211.08,25.2,1345.95,18.42,44.96,-2.26,108,12.0,36,5.0,70,7.0,2,0.0,33.33,1.04,2025-01-16,-
1080,-30,Francis88,1211.03,35.11,1366.67,13.22,51.88,-7.3,66,15.0,27,7.0,39,8.0,0,0.0,40.91,1.69,2025-01-21,-
1081,-112,Elendil,1210.9,-3.54,1352.71,0.0,47.27,1.18,126,0.0,54,0.0,70,0.0,2,0.0,42.86,0.0,2024-09-04,-
-,-,campsbayrich,1210.77,-2.98,1376.13,0.0,55.12,0.99,96,0.0,39,0.0,55,0.0,2,0.0,40.62,0.0,2022-06-05,-
-,-,Droopy999,1210.61,-2.69,1393.53,0.0,60.98,0.9,84,0.0,41,0.0,43,0.0,0,0.0,48.81,0.0,2022-03-06,-
1082,-132,Vegeta4791,1210.39,-12.8,1319.98,-18.55,36.53,-1.92,186,21.0,63,5.0,123,16.0,0,0.0,33.87,-1.28,2025-01-27,-
1083,131,GamesClaw,1210.34,140.95,1449.99,65.83,79.88,-25.04,24,9.0,12,6.0,12,3.0,0,0.0,50.0,10.0,2025-01-08,-
1084,-114,mazir,1210.29,-3.6,1348.92,0.0,46.21,1.2,90,0.0,33,0.0,57,0.0,0,0.0,36.67,0.0,2024-09-04,-
1085,-109,jratana1,1210.09,-1.44,1551.97,0.0,113.96,0.48,15,0.0,9,0.0,6,0.0,0,0.0,60.0,0.0,2024-10-13,-
-,-,Fivec,1209.67,-1.68,1501.5,0.0,97.28,0.56,24,0.0,12,0.0,12,0.0,0,0.0,50.0,0.0,2020-06-28,-
-,-,dejwut,1209.47,-1.33,1577.39,0.0,122.64,0.44,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2024-02-23,-
-,-,vomisa,1209.45,-2.73,1389.59,0.0,60.04,0.91,72,0.0,36,0.0,36,0.0,0,0.0,50.0,0.0,2022-06-05,-
-,-,LacekCZ,1209.4,-1.75,1493.91,0.0,94.84,0.58,24,0.0,11,0.0,12,0.0,1,0.0,45.83,0.0,2020-09-27,-
-,-,Kaiba0710,1209.04,-1.93,1464.17,0.0,85.04,0.64,24,0.0,11,0.0,12,0.0,1,0.0,45.83,0.0,2021-12-05,-
1086,-107,Yunseok,1208.6,-2.11,1443.61,0.0,78.34,0.7,30,0.0,13,0.0,17,0.0,0,0.0,43.33,0.0,2024-04-04,-
1087,-29,jandaron,1207.95,36.2,1436.37,-13.86,76.14,-16.69,30,3.0,13,3.0,17,0.0,0,0.0,43.33,6.29,2025-01-08,-
1088,-104,Sprox,1207.31,-1.7,1494.98,0.0,95.89,0.57,18,0.0,9,0.0,9,0.0,0,0.0,50.0,0.0,2024-04-04,-
-,-,AHoppy,1207.26,-1.51,1532.86,0.0,108.53,0.5,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2020-09-27,-
-,-,Yambomb,1207.13,-2.0,1454.67,0.0,82.51,0.67,36,0.0,19,0.0,17,0.0,0,0.0,52.78,0.0,2021-03-02,-
1089,22,SullyWully,1206.86,64.09,1437.65,30.46,76.93,-11.21,33,6.0,15,3.0,16,2.0,2,1.0,45.45,1.01,2025-01-14,-
-,-,holmesiv,1206.25,-1.27,1592.42,0.0,128.72,0.42,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2021-03-02,-
1090,new,BahbUrge,1206.19,756.19,1537.16,37.16,110.32,110.32,12,12.0,7,7.0,5,5.0,0,0.0,58.33,58.33,2025-01-24,-
-,-,MySAK,1206.07,-2.58,1404.1,0.0,66.01,0.86,60,0.0,23,0.0,35,0.0,2,0.0,38.33,0.0,2021-09-05,-
1091,107,Shergar,1205.62,124.46,1522.24,7.84,105.54,-38.87,12,6.0,5,2.0,5,3.0,2,1.0,41.67,-8.33,2025-01-15,-
-,-,joshthefunkdoc,1205.32,-1.66,1501.4,0.0,98.69,0.55,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2020-06-14,-
1092,-73,Everex,1205.29,10.85,1310.4,8.01,35.04,-0.95,234,18.0,78,6.0,155,12.0,1,0.0,33.33,0.0,2025-01-26,-
-,-,Cuna_General,1204.66,-1.65,1501.95,0.0,99.09,0.55,24,0.0,12,0.0,12,0.0,0,0.0,50.0,0.0,2020-12-06,-
1093,77,daggsea,1204.63,106.26,1521.99,-15.16,105.78,-40.48,12,6.0,5,2.0,7,4.0,0,0.0,41.67,-8.33,2025-01-05,-
1094,-86,lzhon002,1204.49,5.04,1430.14,-40.98,75.22,-15.34,30,9.0,16,5.0,14,4.0,0,0.0,53.33,0.95,2025-01-18,-
-,-,oldmutant,1204.06,-3.44,1348.08,0.0,48.01,1.15,132,0.0,48,0.0,84,0.0,0,0.0,36.36,0.0,2023-03-01,-
-,-,Jobjobsdone,1203.87,-1.49,1534.35,0.0,110.16,0.5,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2023-03-01,-
-,-,cheekysausage,1203.83,-1.73,1487.74,0.0,94.64,0.58,24,0.0,11,0.0,13,0.0,0,0.0,45.83,0.0,2021-06-02,-
-,-,Jmstoic,1203.53,-3.06,1366.34,0.0,54.27,1.02,108,0.0,38,0.0,66,0.0,4,0.0,35.19,0.0,2024-02-23,-
-,-,grantfive,1202.55,-1.84,1469.19,0.0,88.88,0.61,24,0.0,12,0.0,12,0.0,0,0.0,50.0,0.0,2022-03-06,-
1095,-249,Prince2B,1202.12,-70.81,1521.44,-196.42,106.44,-41.87,12,6.0,5,0.0,7,6.0,0,0.0,41.67,-41.66,2025-01-10,-
1096,-147,mindphaser,1201.81,-21.56,1289.31,-20.83,29.17,0.24,381,21.0,125,2.0,252,19.0,4,0.0,32.81,-1.36,2025-01-29,-
-,-,Roksis,1201.73,-3.21,1359.2,0.0,52.49,1.07,114,0.0,43,0.0,71,0.0,0,0.0,37.72,0.0,2023-01-15,-
-,-,Tugger,1201.45,-1.9,1462.51,0.0,87.02,0.63,36,0.0,18,0.0,18,0.0,0,0.0,50.0,0.0,2020-12-06,-
1097,-29,Ragnard,1201.38,32.84,1316.65,33.55,38.42,0.24,201,9.0,69,6.0,130,3.0,2,0.0,34.33,1.52,2025-01-13,-
1098,-107,RodaxIII,1201.33,-2.46,1401.79,0.0,66.82,0.82,48,0.0,27,0.0,21,0.0,0,0.0,56.25,0.0,2024-02-25,-
1099,-103,draxius,1200.98,-1.85,1465.54,0.0,88.19,0.62,24,0.0,10,0.0,14,0.0,0,0.0,41.67,0.0,2024-04-04,-
1100,-492,Kermitoos,1200.69,-184.95,1544.49,-285.13,114.6,-33.39,12,6.0,6,0.0,6,6.0,0,0.0,50.0,-50.0,2025-01-10,-
-,-,nexpyru,1200.64,-3.27,1351.56,0.0,50.31,1.09,102,0.0,41,0.0,60,0.0,1,0.0,40.2,0.0,2023-07-15,-
-,-,Riences,1200.37,-2.23,1420.41,0.0,73.35,0.74,48,0.0,20,0.0,27,0.0,1,0.0,41.67,0.0,2021-12-05,-
1101,-102,Hotti180,1200.27,-1.88,1463.01,0.0,87.58,0.63,24,0.0,9,0.0,15,0.0,0,0.0,37.5,0.0,2024-04-04,-
-,-,thaes,1199.3,-2.2,1422.27,0.0,74.32,0.73,36,0.0,21,0.0,15,0.0,0,0.0,58.33,0.0,2022-06-05,-
1102,-101,Lennart,1199.27,-2.08,1435.53,0.0,78.75,0.69,42,0.0,15,0.0,27,0.0,0,0.0,35.71,0.0,2024-04-04,-
-,-,dylyla,1198.9,-1.79,1472.07,0.0,91.06,0.6,24,0.0,13,0.0,11,0.0,0,0.0,54.17,0.0,2021-03-02,-
1103,-111,matti5215,1198.78,-4.98,1300.9,0.0,34.04,1.66,264,0.0,95,0.0,166,0.0,3,0.0,35.98,0.0,2024-11-26,-
1104,76,gwfalcon,1198.66,107.95,1440.59,78.51,80.64,-9.81,30,6.0,13,5.0,17,1.0,0,0.0,43.33,10.0,2025-01-20,-
-,-,Alnur,1198.59,-1.44,1538.55,0.0,113.32,0.48,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2023-03-01,-
1105,-127,Limdul1988,1198.37,-12.39,1343.44,-14.34,48.35,-0.65,72,6.0,23,0.0,45,5.0,4,1.0,31.94,-2.91,2024-12-09,-
